RA_ITEMID	ADVNUM	PARCEL	FACEVALUE	BID
6404634	002584	0160020010	6340.15	
6404635	002585	0160021005	1654.18	
6404636	002586	0160021021	2311.4	
6404641	002591	0160100035	5415.8	
6404642	002592	0160110009	8622.17	
6404644	002594	0160120010	5146.52	
6404645	002595	0160150026	2372.48	
6404646	002596	0160160018	5155.94	
6404648	002598	0161020006	4596.68	
6404649	002599	0161030036	7852.92	
6404650	002600	0161060017	7456.17	
6404651	002601	0161070002	7748.78	
6404654	002604	0161090017	3561.78	
6404655	002605	0161100001	24676.33	
6404658	002608	0161110033	3217.94	
6404659	002609	0161161031	4205	
6404660	002610	0161161041	3213.26	
6404661	002611	0162010055	5034.25	
6404663	002613	0162030291	1591.3	
6404665	002615	0162120013	5078.29	
6404666	002616	0162120053	1371.79	
6404668	002618	0163050019	4058.86	
6404670	002620	0163080016	7165.47	
6404671	002621	0163120019	1647.63	
6404672	002622	0163130002	23.35	
6404675	002625	0164160001	4660.84	
6404676	002626	0165010001	4602.96	
6404678	002628	0165010323	7896.16	
6404679	002629	0165050001	4627.23	
6404680	002630	0165080001	4923.63	
6404681	002631	0165090003	2021.4	
6404683	002633	0165100069	48.56	
6404684	002634	0165100073	2697.71	
6404685	002635	0165100074	881.92	
6404688	002638	0165131007	2828.77	
6404691	002641	0165141046	3985.87	
6404693	002643	0165150028	1280.5	
6404694	002644	0165160026	2604.95	
6404695	002645	0165160027	2426.52	
6404696	002646	0166020031	4888.18	
6404698	002648	0166081012	3005.73	
6404699	002649	0166081038	2901.2	
6404701	002651	0166090013	3473.68	
6404702	002652	0166160053	325.35	
6404705	002655	0167090033	2937.57	
6404706	002656	0167090034	2998.48	
6404707	002657	0168080032	4279.43	
6404709	002659	0168150013	76148.45	
6404710	002660	0168160018	6665.51	
6404711	002661	0169020018	37340.01	
6404713	002663	0169090005	4335.3	
6404715	002665	0169101005	4992.26	
6404716	002666	0169101007	5820.41	
6404717	002667	0169101008	5852.23	
6404720	002670	0169160022	5591.98	
6404721	002671	0169164040	309.23	
6404722	002672	0169164060	309.23	
6404725	002675	0169164145	435.91	
6404728	002678	0169164254	1382.19	
6404730	002680	0170010071	769.17	
6404731	002681	0170010085	1364.14	
6404732	002682	0170020018	2546.78	
6404733	002683	0170020020	717.5	
6404734	002684	0170020021	1922.83	
6404735	002685	0170020026	1052.7	
6404736	002686	0170020042	1843.32	
6404737	002687	0170050010	5721.39	
6404738	002688	0170070032	2143.72	
6404739	002689	0170070040	719.39	
6404740	002690	0170080002	889.59	
6404741	002691	0170080004	2359.72	
6404742	002692	0170080010	2232.84	
6404743	002693	0170080011	1338.28	
6404744	002694	0170080013	2337.78	
6404745	002695	0170080023	917.08	
6404747	002697	0170090035	2879.23	
6404748	002698	0170090042	2989.27	
6404749	002699	0170090044	717.76	
6404750	002700	0170090049	819.14	
6404751	002701	0170100002	6283.38	
6404752	002702	0170100003	3466.05	
6404753	002703	0170100006	1153.28	
6404754	002704	0170100007	2998.48	
6404755	002705	0170100009	16738.65	
6404756	002706	0170111003	1924.19	
6404757	002707	0170111125	3389.84	
6404758	002708	0170130008	2464.14	
6404759	002709	0170131170	4070.95	
6404760	002710	0170141065	2073.26	
6404763	002713	0170160034	3437.96	
6404764	002714	0170160053	681.91	
6404765	002715	0171010028	813.31	
6404766	002716	0171010030	813.31	
6404774	002724	0171020058	2132.9	
6404777	002727	0171050021	4081.69	
6404778	002728	0171061025	3792	
6404779	002729	0171080007	18269.14	
6404780	002730	0171090008	924.12	
6404781	002731	0171100024	19922.16	
6404782	002732	0171120003	3214.85	
6404784	002734	0171140045	1613.43	
6404787	002737	0172020029	6138.25	
6404788	002738	0172030002	1781.04	
6404797	002747	0172110019	6247.9	
6404798	002748	0172140018	1932.67	
6404799	002749	0172150007	13019.04	
6404802	002752	0173100015	21.48	
6404803	002753	0173120014	18424.57	
6404804	002754	0173120017	19.89	
6404806	002756	0173121033	4747.08	
6404808	002758	0173122064	5587.35	
6404810	002760	0173133021	5369.63	
6404812	002762	0174010013	232.94	
6404814	002764	0175041024	8018.97	
6404816	002766	0175061022	2322.48	
6404817	002767	0175061029	2831.21	
6404818	002768	0175070034	6257.55	
6404819	002769	0175080047	23891.01	
6404820	002770	0175092011	3044.09	
6404821	002771	0175100008	11888.83	
6404822	002772	0175111028	5910.12	
6404823	002773	0175111041	6380.07	
6404824	002774	0175142027	5110.73	
6404825	002775	0175142045	12427.08	
6404826	002776	0175143021	3993.68	
6404827	002777	0175143027	4399.92	
6404828	002778	0175143040	3402.31	
6404829	002779	0175144026	2342.4	
6404830	002780	0175144033	5124.11	
6404833	002783	0175150017	5720.79	
6404837	002787	0175162017	3513.24	
6404839	002789	0175164009	2465.19	
6404840	002790	0175165005	2994.78	
6404842	002792	0175167009	1992.86	
6404844	002794	0176011010	5967.75	
6404845	002795	0176011028	2223.99	
6404847	002797	0176034006	3359.67	
6404848	002798	0176060020	28290.21	
6404849	002799	0176084015	3642.63	
6404851	002801	0176084027	5363.29	
6404852	002802	0176085505	4451.43	
6404853	002803	0176091015	138.22	
6404855	002805	0177010004	7389.9	
6404856	002806	0177020051	63169.92	
6404857	002807	0177071010	2897.17	
6404858	002808	0177071024	5880.58	
6404859	002809	0177072006	3288.11	
6404860	002810	0177090055	14670.6	
6404861	002811	0177101065	1646.89	
6404863	002813	0177151074	9474.66	
6404864	002814	0177152002	12477.74	
6404865	002815	0177160002	15863.86	
6404867	002817	0178090006	35606.08	
6404869	002819	0187021002	17440.36	
6404870	002820	0187070004	21071.65	
6404871	002821	0187071002	2957.98	
6404878	002828	0187100002	18499.94	
6404879	002829	0187150005	24475.86	
6404880	002830	0187151016	1984.54	
6404885	002835	0195020016	14976.98	
6404888	002838	0195150316	9420.84	
6404890	002840	0197040011	20491.53	
6404891	002841	0197050139	23736.58	
6404892	002842	0197110060	10914.49	
6404893	002843	0197140080	13879.56	
6404895	002845	0203020004	4229.7	
6404896	002846	0208090092	3044.98	
6404899	002849	0209021302	2494.02	
6404900	002850	0209071001	4638.8	
6404902	002852	0209083002	5970.52	
6404903	002853	0209100004	8419.72	
6404904	002854	0210080002	9963.2	
6404907	002857	0210086010	3200.2	
6404908	002858	0210110029	3691.86	
6404913	002863	0211150005	6740.07	
6404914	002864	0212050001	9840.9	
6404915	002865	0213050003	203314.27	
6404916	002866	0214010001	4013.89	
6404917	002867	0214050186	1282.98	
6404918	002868	0214080001	10980.76	
6404919	002869	0215031009	12238.11	
6404920	002870	0215031014	19740.77	
6404921	002871	0216050020	7309.68	
6404924	002874	0217160007	6897.23	
6404925	002875	0217160018	3792.44	
6404926	002876	0219002080	2901.05	
6404927	002877	0219020080	532.57	
6404929	002879	0219040170	3803.4	
6404932	002882	0220023803	4172.34	
6404933	002883	0222030015	11066.58	
6404935	002885	0231040006	26542.51	
6404938	002888	0232020009	4508.41	
6404939	002889	0232020014	642.92	
6404940	002890	0232060084	5431.34	
6404941	002891	0232100018	4458.41	
6404942	002892	0233011503	47.35	
6404944	002894	0233050003	13311.13	
6404945	002895	0234080040	7296.78	
6404946	002896	0234123197	6263.63	
6404947	002897	0234140050	5650.42	
6404948	002898	0235050090	6670.76	
6404949	002899	0235060550	5051.02	
6404950	002900	0235070900	6583.39	
6404951	002901	0235080023	9744.4	
6404953	002903	0235080065	5144.04	
6404955	002905	0236010003	6999.65	
6404956	002906	0236020009	5362.62	
6404957	002907	0236020142	9096.8	
6404958	002908	0236020191	10552.43	
6404959	002909	0236030003	4271.28	
6404962	002912	0236120032	4651.41	
6404963	002913	0236130002	5960.24	
6404965	002915	0236130052	3326.4	
6404966	002916	0236150012	1591.86	
6404967	002917	0237130014	7995.76	
6404968	002918	0238030010	3674.74	
6404969	002919	0238050001	7524.23	
6404972	002922	0238141010	3626.58	
6404973	002923	0238141043	4056.38	
6404974	002924	0238141049	4914.89	
6404975	002925	0238141050	4387.94	
6404978	002928	0239010003	3360.35	
6404979	002929	0239010005	9135.76	
6404981	002931	0239021005	2612.53	
6404982	002932	0239021010	3010.97	
6404983	002933	0239041008	3015.08	
6404984	002934	0239041009	3781.3	
6404986	002936	0239060033	5910.76	
6404987	002937	0239060055	2347.23	
6404988	002938	0239110003	23260.86	
6404990	002940	0240030124	4576.5	
6404991	002941	0240030129	4571.43	
6404992	002942	0241010003	5061.34	
6404993	002943	0242020005	13684.85	
6404996	002946	0243010002	5382.42	
6404997	002947	0243150002	12456	
6404998	002948	0244060011	4958.42	
6405003	002953	0244120002	4136.4	
6405004	002954	0245070017	10099.79	
6405007	002957	0245110019	6280.11	
6405009	002959	0245160017	9900.7	
6405010	002960	0246026085	4556.53	
6405012	002962	0256020470	4795.1	
6405014	002964	0257050057	2383.34	
6405018	002968	0257130028	4657.93	
6405021	002971	0258040016	5569	
6405022	002972	0258070042	5317.54	
6405024	002974	0258100030	5136.69	
6405025	002975	0258110022	2960.94	
6405027	002977	0259030151	3423.77	
6405028	002978	0259030165	4368.8	
6405029	002979	0259030169	208.3	
6405030	002980	0259040021	4930.32	
6405031	002981	0259040137	3939.77	
6405032	002982	0259060059	3199.71	
6405033	002983	0259060099	3565.17	
6405034	002984	0259070077	1539.18	
6405035	002985	0259100037	5000.68	
6405036	002986	0259100089	4201.67	
6405038	002988	0259120117	2291.78	
6405039	002989	0259130015	1778.52	
6405043	002993	0259140002	5246.74	
6405045	002995	0259140065	2797.18	
6405046	002996	0259140101	1043.79	
6405047	002997	0259150043	1826.89	
6405049	002999	0260040003	1957.04	
6405050	003000	0260072001	2462.39	
6405051	003001	0260072021	5205.5	
6405053	003003	0260074015	3834.15	
6405054	003004	0260074016	3747.21	
6405056	003006	0260074062	2957.73	
6405060	003010	0261040015	3440.26	
6405061	003011	0261040021	156.28	
6405062	003012	0261040023	163.06	
6405063	003013	0261050061	439.13	
6405064	003014	0261060001	4534.88	
6405065	003015	0261060053	1682.34	
6405066	003016	0261070127	4895.03	
6405067	003017	0261090129	2311.26	
6405068	003018	0261100097	4139	
6405069	003019	0261110011	4584.46	
6405070	003020	0261120003	133.37	
6405071	003021	0261120005	133.37	
6405072	003022	0261120007	101.78	
6405073	003023	0261120009	133.37	
6405074	003024	0261120011	132.09	
6405075	003025	0261120013	94.21	
6405076	003026	0261120015	117.86	
6405077	003027	0261120017	109.09	
6405078	003028	0261120093	3087.75	
6405080	003030	0261130063	133.37	
6405081	003031	0261130065	101.78	
6405082	003032	0261130067	101.78	
6405083	003033	0261130069	101.78	
6405084	003034	0261130139	1660.23	
6405085	003035	0261140107	4322.68	
6405087	003037	0261150131	3671.52	
6405088	003038	0261160109	1772.96	
6405090	003040	0262150044	24.41	
6405095	003045	0264160060	10669.45	
6405096	003046	0264160061	6657.43	
6405097	003047	0265030011	8766.35	
6405099	003049	0265120004	13783.6	
6405102	003052	0266030060	8498.23	
6405103	003053	0266030089	11955.51	
6405104	003054	0266130004	9898.02	
6405107	003057	0267020020	3813.48	
6405110	003060	0267110060	3903.44	
6405111	003061	0268031005	2872.78	
6405114	003064	0268040006	13844.17	
6405117	003067	0268081034	2932.58	
6405120	003070	0268082028	3357.08	
6405121	003071	0268160002	9676.22	
6405122	003072	0269041830	4384.91	
6405124	003074	0270060210	5464.97	
6405125	003075	0278010100	10081.01	
6405129	003079	0280010130	14828.83	
6405130	003080	0280010260	11017.36	
6405131	003081	0281040020	3365.92	
6405132	003082	0281040025	9132.16	
6405133	003083	0281050012	9570.27	
6405137	003087	0282010120	9592.78	
6405138	003088	0283060006	2802.61	
6405141	003091	0285040018	18.76	
6405144	003094	0285120025	8838.41	
6405145	003095	0287010007	5914.96	
6405146	003096	0287090006	9108.03	
6405147	003097	0288010006	8431.21	
6405148	003098	0288100004	10841.14	
6405150	003100	0293010330	6156.58	
6405151	003101	0293072175	13993.66	
6405154	003104	0297010180	4354.4	
6405155	003105	0305011995	5268.74	
6405156	003106	0309080101	3697.64	
6405158	003108	0333120001	5672.35	
6405160	003110	0347001010	56	
6405161	003111	0352003011	6708.34	
6405163	003113	0357110377	7771.35	
6405164	003114	0359010011	4950.94	
6405165	003115	0359010017	4504.84	
6405166	003116	0359020010	7729.84	
6405167	003117	0359060008	4115.07	
6405169	003119	0359110007	8748.63	
6405170	003120	0359120001	7155.45	
6405173	003123	0360070022	8504.83	
6405175	003125	0360160007	5317.37	
6405176	003126	0361001005	507.11	
6405207	003157	0364030006	11589	
6405259	003209	0366108300	9994.56	
6405262	003212	0372030020	13827.85	
6405263	003213	0372030260	17577.95	
6405264	003214	0372040012	17181.1	
6405267	003217	0373060440	10362.45	
6405268	003218	0373060700	11580.69	
6405269	003219	0374011009	10362.16	
6405271	003221	0375030527	5417.15	
6405272	003222	0375031010	6206.19	
6405273	003223	0375035020	13720.39	
6405274	003224	0375040140	11749.38	
6405276	003226	0375043000	1824.25	
6405277	003227	0375044000	2391.84	
6405279	003229	0375083080	9225.43	
6405280	003230	0376010280	10668	
6405287	003237	0378011002	3309.98	
6405288	003238	0378011009	3032.22	
6405290	003240	0379011037	2889.6	
6405294	003244	0379011323	3144.24	
6405295	003245	0379091001	1720.79	
6405299	003249	0379091228	1657.98	
6405300	003250	0380030112	2224.9	
6405301	003251	0381040014	6135.59	
6405304	003254	0381160010	4196.17	
6405305	003255	0382010028	3854.1	
6405306	003256	0382010032	8454.18	
6405307	003257	0382020029	3235.31	
6405308	003258	0382070050	2721.15	
6405311	003261	0382080026	4229.7	
6405312	003262	0382100028	5669.33	
6405313	003263	0382160005	2890.29	
6405314	003264	0383010002	27929.68	
6405316	003266	0383021060	1887.07	
6405319	003269	0383090026	5553.8	
6405322	003272	0383120014	402.76	
6405323	003273	0383120015	2302.63	
6405324	003274	0383120020	1445.25	
6405325	003275	0383120025	1544.49	
6405326	003276	0383120030	82.06	
6405327	003277	0383130006	489.13	
6405328	003278	0383130008	2351.8	
6405329	003279	0383130022	421	
6405330	003280	0383130026	2974.63	
6405331	003281	0383130027	101.84	
6405332	003282	0383150003	449.05	
6405334	003284	0383150022	64.63	
6405335	003285	0383160035	48.88	
6405337	003287	0384020038	51.48	
6405338	003288	0384020042	57.99	
6405340	003290	0384040002	1912.74	
6405341	003291	0384040004	9467.38	
6405342	003292	0384040019	441.33	
6405343	003293	0384040022	4374.53	
6405344	003294	0384040041	1268.41	
6405345	003295	0384070001	1345.87	
6405349	003299	0384090002	1187.13	
6405350	003300	0384090003	1191.9	
6405351	003301	0384090004	1190.25	
6405352	003302	0384090011	1182.35	
6405353	003303	0384090014	2896.96	
6405354	003304	0384090032	2132.24	
6405355	003305	0384090044	623.08	
6405357	003307	0384090062	1165.03	
6405358	003308	0384090063	747.02	
6405359	003309	0384090070	1703.34	
6405360	003310	0384090071	1459.92	
6405362	003312	0384090073	613.83	
6405366	003316	0384100024	613.83	
6405367	003317	0384100027	1032.42	
6405368	003318	0384100029	1359.78	
6405369	003319	0384100031	1156.88	
6405370	003320	0384100032	781.31	
6405371	003321	0384100033	1609.12	
6405373	003323	0384100051	1461.88	
6405374	003324	0384100056	1531.89	
6405375	003325	0384100075	1322.3	
6405376	003326	0384100085	771.42	
6405377	003327	0384100089	313.26	
6405378	003328	0384100101	3040.49	
6405380	003330	0384130025	2930.28	
6405381	003331	0384140015	69.16	
6405382	003332	0384140025	69.16	
6405383	003333	0384140026	69.16	
6405384	003334	0384140034	3889.26	
6405385	003335	0384140112	1578.66	
6405386	003336	0384140113	1060.08	
6405387	003337	0384140120	1737.89	
6405388	003338	0384150003	1264.2	
6405389	003339	0384150014	607.67	
6405390	003340	0384150015	1472.69	
6405391	003341	0384150032	2098.26	
6405392	003342	0384150051	1616.26	
6405394	003344	0384150056	962.86	
6405395	003345	0384150057	2085.28	
6405396	003346	0384150086	2008.63	
6405398	003348	0384150102	646.81	
6405399	003349	0384160025	1291.76	
6405400	003350	0384160040	1931.29	
6405401	003351	0384160048	1195.16	
6405402	003352	0384160065	604.58	
6405403	003353	0384160071	1289.4	
6405404	003354	0385040008	3597.31	
6405405	003355	0385040021	1394.01	
6405406	003356	0385050014	4544.08	
6405407	003357	0385050018	2975.37	
6405408	003358	0385160079	7836	
6405409	003359	0386040043	4791.45	
6405412	003362	0386050017	8203.8	
6405413	003363	0386050085	1859.91	
6405414	003364	0386100002	8746.61	
6405417	003367	0386110051	635.22	
6405418	003368	0386110055	1766.64	
6405420	003370	0386110062	619.99	
6405422	003372	0386110071	1693.44	
6405424	003374	0386110078	1499.7	
6405425	003375	0386110090	1232.21	
6405426	003376	0386110093	1275.14	
6405427	003377	0386110094	1151.16	
6405428	003378	0386130022	1845.57	
6405429	003379	0386140001	1003.24	
6405433	003383	0386140021	624.63	
6405434	003384	0386140029	466.02	
6405438	003388	0386140059	616.92	
6405439	003389	0386140083	1906.44	
6405440	003390	0387150003	4413.9	
6405441	003391	0388020051	7076.31	
6405442	003392	0388070010	6481.76	
6405444	003394	0389090189	2570.88	
6405445	003395	0389100254	4241.41	
6405446	003396	0390002020	12203.94	
6405447	003397	0390020124	3771.6	
6405448	003398	0390020191	3843.36	
6405449	003399	0390020192	3935.2	
6405450	003400	0390020193	3921.84	
6405451	003401	0390020195	3803.31	
6405452	003402	0390020196	3809.99	
6405453	003403	0390160036	3799.11	
6405457	003407	0391080325	1513.78	
6405458	003408	0392010122	7658.66	
6405461	003411	0392130264	4672.45	
6405462	003412	0392140314	6025.44	
6405464	003414	0393110166	1356.83	
6405467	003417	0395013991	4001.68	
6405468	003418	0395014040	7838.78	
6405470	003420	0395014578	6138.5	
6405471	003421	0396010450	4758.95	
6405472	003422	0396014190	6812.57	
6405473	003423	0396014400	139715.79	
6405474	003424	0396014520	2359.63	
6405475	003425	0397021100	3730.43	
6405476	003426	0397043100	9335.92	
6405481	003431	0398044048	4211.07	
6405482	003432	0398044065	4542.04	
6405484	003434	0399070128	1812.56	
6405485	003435	0399110001	154.05	
6405487	003437	0400020004	666.96	
6405489	003439	0400100011	10778.92	
6405494	003444	0401060001	4958.59	
6405495	003445	0401060009	4601.85	
6405496	003446	0401090015	7340.96	
6405497	003447	0401102041	1515.32	
6405499	003449	0401111054	2425.63	
6405500	003450	0401130078	4795.71	
6405503	003453	0402020022	7965.81	
6405505	003455	0402031006	664.27	
6405506	003456	0402032039	3469.88	
6405507	003457	0402061005	771.33	
6405508	003458	0402061029	2603.7	
6405509	003459	0402080014	9556.36	
6405510	003460	0402090028	10926.53	
6405512	003462	0403040003	1103.96	
6405513	003463	0403040004	1454.64	
6405514	003464	0403040009	2572.19	
6405515	003465	0403040017	1518.75	
6405516	003466	0403040018	1968.72	
6405517	003467	0403040021	2275.76	
6405518	003468	0403040027	637.23	
6405519	003469	0403040042	1277.11	
6405520	003470	0403040052	3937.95	
6405521	003471	0403040062	742.33	
6405522	003472	0403040064	664.24	
6405523	003473	0403040074	831.27	
6405524	003474	0403050003	340.09	
6405525	003475	0403050010	413.83	
6405527	003477	0403050017	644.02	
6405529	003479	0403050021	1095.73	
6405531	003481	0403050029	1411.24	
6405532	003482	0403050032	1319.52	
6405533	003483	0403050040	1145.93	
6405534	003484	0403050041	1456.68	
6405535	003485	0403050066	1206.59	
6405536	003486	0403050070	803.28	
6405539	003489	0403050074	610.74	
6405541	003491	0403050103	1179.55	
6405545	003495	0403160004	2729.14	
6405546	003496	0404050002	718.63	
6405547	003497	0404050003	1229.69	
6405549	003499	0404051088	3864.19	
6405550	003500	0404070024	6519.41	
6405552	003502	0404090044	736.22	
6405554	003504	0404120001	49734.77	
6405555	003505	0404120002	45830.13	
6405556	003506	0405020024	1515.77	
6405557	003507	0405020028	957.29	
6405558	003508	0405020037	983.81	
6405559	003509	0405020043	863.19	
6405560	003510	0405020050	633.88	
6405561	003511	0405020051	751.64	
6405563	003513	0405020075	1207.36	
6405566	003516	0405060056	4502.72	
6405567	003517	0405060067	353.35	
6405569	003519	0405070022	3293.91	
6405570	003520	0405070075	808.06	
6405571	003521	0405090032	106.44	
6405572	003522	0405090037	92.59	
6405573	003523	0405090054	106.44	
6405574	003524	0405090056	92.59	
6405575	003525	0405090058	116.26	
6405577	003527	0405090064	92.59	
6405578	003528	0405090065	92.59	
6405581	003531	0405110056	9412.11	
6405582	003532	0405120012	2792.59	
6405584	003534	0405120018	4019.42	
6405585	003535	0405120046	505.65	
6405586	003536	0405130003	3796.81	
6405588	003538	0405140024	4135.93	
6405589	003539	0405150006	3307.33	
6405591	003541	0406021080	2528.72	
6405593	003543	0406021099	2148.09	
6405594	003544	0406021163	3426.84	
6405596	003546	0406021253	3863.09	
6405597	003547	0406040035	3537.84	
6405599	003549	0406081048	2533.72	
6405600	003550	0406081062	3491.93	
6405602	003552	0406081090	3191.44	
6405603	003553	0406082034	3037.89	
6405604	003554	0406082090	3445.2	
6405607	003557	0406101089	2750.76	
6405609	003559	0406162015	1123.9	
6405610	003560	0406162053	538.84	
6405612	003562	0407011034	1320.12	
6405613	003563	0407012017	380.23	
6405614	003564	0407012050	2029.91	
6405617	003567	0407031078	2236.57	
6405618	003568	0407031083	1754.78	
6405619	003569	0407031087	499.66	
6405620	003570	0407031140	2268.26	
6405627	003577	0407111057	5025.08	
6405628	003578	0407111064	6398.29	
6405629	003579	0407121017	4571.56	
6405630	003580	0407132083	3519.83	
6405633	003583	0407151072	4626.34	
6405637	003587	0408010099	16209.1	
6405639	003589	0408030096	6153.46	
6405640	003590	0408040080	6713.77	
6405643	003593	0408090019	2418.98	
6405644	003594	0408090024	2749.48	
6405646	003596	0408120004	5621.61	
6405647	003597	0408120005	10823.85	
6405648	003598	0408140011	3585.43	
6405651	003601	0409020021	6256.38	
6405652	003602	0409020041	8932.6	
6405653	003603	0409050001	74875.28	
6405655	003605	0409080015	5366.61	
6405657	003607	0409080042	9890.39	
6405658	003608	0409090025	4264.87	
6405659	003609	0409090066	3208.36	
6405662	003612	0409101101	1729.09	
6405663	003613	0409101125	1028.99	
6405665	003615	0409150006	2339.59	
6405666	003616	0409151003	381.64	
6405667	003617	0409160037	4163.53	
6405668	003618	0409160044	4733.66	
6405669	003619	0409160052	125813.99	
6405671	003621	0410050066	9057.51	
6405673	003623	0410070012	3588.76	
6405675	003625	0410070033	4022.8	
6405676	003626	0410070055	4288.47	
6405677	003627	0410080044	1877.58	
6405678	003628	0410100017	74.49	
6405680	003630	0410100026	2782.51	
6405681	003631	0410100030	1840.07	
6405682	003632	0410100036	2800.29	
6405683	003633	0410110029	2633.32	
6405686	003636	0410140032	2960.63	
6405687	003637	0410150030	3205.93	
6405688	003638	0410150044	3978.88	
6405689	003639	0410160025	762.26	
6405690	003640	0410160038	2865.12	
6405692	003642	0411031016	2290.73	
6405693	003643	0411031019	999.58	
6405695	003645	0411032045	3687.23	
6405696	003646	0411071117	2909.24	
6405698	003648	0411080034	9137.79	
6405699	003649	0411091002	3653.13	
6405700	003650	0411091005	3600.92	
6405701	003651	0411091216	3711.17	
6405702	003652	0411114118	4174.77	
6405704	003654	0411150083	3833.37	
6405705	003655	0411160010	4612.15	
6405709	003659	0412031014	2063.44	
6405710	003660	0412031119	1696.96	
6405714	003664	0412061002	5984.29	
6405716	003666	0413030004	11286.01	
6405717	003667	0413060003	5908	
6405718	003668	0413080047	11861.25	
6405719	003669	0413160004	8580.51	
6405720	003670	0414040014	6753.85	
6405721	003671	0414041205	1806.21	
6405723	003673	0414080015	90121.56	
6405725	003675	0414090010	1537.79	
6405727	003677	0415050006	203.39	
6405728	003678	0415070029	3676.02	
6405729	003679	0415150019	6374.07	
6405732	003682	0417110002	9410.36	
6405733	003683	0418010001	3867.37	
6405734	003684	0418010002	2574.63	
6405735	003685	0418060005	8833.77	
6405742	003692	0419090037	4812.26	
6405745	003695	0420020040	4063.48	
6405746	003696	0420020043	3994.95	
6405748	003698	0420080012	6448.04	
6405749	003699	0420100021	4415.55	
6405752	003702	0420160023	4384.76	
6405753	003703	0421010010	9654.96	
6405754	003704	0421030024	3817.38	
6405755	003705	0421030062	4535.13	
6405756	003706	0421060052	7056.05	
6405764	003714	0422150011	6765.03	
6405765	003715	0422150015	5185	
6405766	003716	0423020003	96.72	
6405767	003717	0423022004	582.59	
6405769	003719	0423101019	1779.78	
6405770	003720	0423101103	2939.81	
6405771	003721	0423110049	4628.25	
6405772	003722	0423150001	57.29	
6405773	003723	0423151013	1617.56	
6405774	003724	0423153032	3139.04	
6405778	003728	0424060009	5351.74	
6405779	003729	0424060017	3979.56	
6405780	003730	0424102001	7872.79	
6405781	003731	0424102003	11535.65	
6405782	003732	0424102006	11382.94	
6405783	003733	0424102007	5639.17	
6405784	003734	0424102008	5248.2	
6405785	003735	0424140020	2948.59	
6405787	003737	0425040001	1084.74	
6405788	003738	0426010003	7665.16	
6405789	003739	0426020005	4184.59	
6405792	003742	0426040013	9165.73	
6405793	003743	0426150014	4797.34	
6405794	003744	0426160001	8312.38	
6405796	003746	0427011010	1341.41	
6405801	003751	0427011166	853.49	
6405810	003760	0427011456	944.04	
6405812	003762	0427011510	1434.41	
6405815	003765	0427011607	2275.58	
6405816	003766	0427011703	1780.58	
6405818	003768	0427011798	828.54	
6405826	003776	0427050011	100.54	
6405827	003777	0428011355	835.56	
6405828	003778	0428011359	1522.04	
6405831	003781	0428011445	1782.7	
6405833	003783	0428011450	1459.7	
6405834	003784	0428011453	933.39	
6405835	003785	0428011461	524.57	
6405837	003787	0428011509	1898.88	
6405838	003788	0428011566	4351.72	
6405841	003791	0428020004	5852.76	
6405843	003793	0428020008	90.88	
6405844	003794	0428070009	5916.97	
6405848	003798	0428091121	2843.35	
6405849	003799	0428091129	3139.71	
6405851	003801	0428091179	2721.6	
6405852	003802	0428111009	1534.21	
6405853	003803	0428111010	1567.21	
6405854	003804	0428161005	1754.69	
6405855	003805	0428161020	1724.49	
6405856	003806	0428162007	2396.06	
6405857	003807	0429021089	2125.71	
6405858	003808	0429021231	3177.56	
6405859	003809	0429021275	1826.5	
6405860	003810	0429021290	1433.52	
6405861	003811	0429021497	3718.96	
6405867	003817	0429060002	23691.16	
6405868	003818	0429060017	87141.72	
6405871	003821	0429061003	1205.4	
6405874	003824	0429100007	4880.35	
6405875	003825	0429100008	4769.35	
6405876	003826	0429100009	4689.33	
6405879	003829	0429110045	5136.24	
6405880	003830	0429111001	2545.41	
6405881	003831	0429111012	1889.73	
6405882	003832	0429120003	10533.82	
6405883	003833	0429130016	7633.36	
6405884	003834	0429130064	7026.66	
6405885	003835	0429140021	7423.88	
6405891	003841	0430050005	7289.01	
6405892	003842	0430050010	6114.48	
6405893	003843	0430050015	7959.12	
6405894	003844	0430050023	9798.78	
6405895	003845	0430050024	6120.07	
6405896	003846	0430060052	1971.12	
6405898	003848	0430080004	17702.38	
6405901	003851	0430101004	3073.98	
6405902	003852	0430101049	711.08	
6405904	003854	0430110014	10518.26	
6405906	003856	0430110024	7042.67	
6405907	003857	0430120002	4803.24	
6405909	003859	0430130029	11355.54	
6405915	003865	0430153012	2721.69	
6405916	003866	0430161021	2273.24	
6405917	003867	0430161028	1974.67	
6405918	003868	0430161029	924.61	
6405919	003869	0430161031	2606.08	
6405922	003872	0431031023	3308.1	
6405924	003874	0433010033	2920.14	
6405926	003876	0433020051	3413.7	
6405932	003882	0433031302	2655.37	
6405934	003884	0433080020	3139.94	
6405935	003885	0433080047	2847.67	
6405936	003886	0433080053	3180.08	
6405937	003887	0433090035	3211.09	
6405939	003889	0433090059	2598.46	
6405940	003890	0433090062	3270.64	
6405941	003891	0433110018	3596.07	
6405942	003892	0433140016	631.56	
6405943	003893	0433140038	5328.17	
6405944	003894	0433150015	43926.18	
6405945	003895	0433150020	2149.04	
6405946	003896	0433150024	1266.45	
6405948	003898	0433160034	2301.52	
6405949	003899	0433160054	1624.46	
6405951	003901	0434010034	2638.27	
6405952	003902	0434020011	2422.46	
6405954	003904	0434030115	530.46	
