RA_ITEMID	ADVNUM	PARCEL	FACEVALUE	BID
6408870	006820	0970063521	754.88	
6408871	006821	0970063601	664.08	
6408872	006822	0970063607	726.92	
6408873	006823	0970063616	653.24	
6408874	006824	0970063620	653.24	
6408875	006825	0970063705	754.88	
6408876	006826	0970063801	714.32	
6408877	006827	0970063809	653.24	
6408879	006829	0970063922	726.92	
6408880	006830	0970063923	726.92	
6408881	006831	0970063927	653.24	
6408882	006832	0970064012	653.24	
6408883	006833	0970064030	687.77	
6408884	006834	0970064034	629.27	
6408885	006835	0970064104	653.24	
6408886	006836	0970064112	630.64	
6408887	006837	0970064114	713.04	
6408888	006838	0970064116	687.1	
6408889	006839	0970064117	652.77	
6408890	006840	0970064125	713.04	
6408891	006841	0970064218	734.56	
6408892	006842	0970064221	653.24	
6408894	006844	0970064311	629.27	
6408895	006845	0970064320	629.27	
6408896	006846	0970064412	629.27	
6408898	006848	0970064419	629.27	
6408900	006850	0970064422	687.77	
6408902	006852	0970064518	831.22	
6408904	006854	0970064634	632.55	
6408907	006857	0970172117	633.56	
6408908	006858	0970172118	630.64	
6408909	006859	0970172214	633.93	
6408910	006860	0970172217	730.74	
6408911	006861	0970173301	2561.61	
6408912	006862	0970173315	663.84	
6408914	006864	0970173403	672.99	
6408915	006865	0970173412	779.02	
6408916	006866	0970173413	779.02	
6408917	006867	0970173607	591.29	
6408919	006869	0970173616	591.29	
6408920	006870	0970173621	611.99	
6408921	006871	0970173720	653.24	
6408924	006874	0971065208	636.04	
6408926	006876	0971065316	627.2	
6408927	006877	0971065322	637.41	
6408928	006878	0971127709	608.94	
6408929	006879	0971127802	841.35	
6408930	006880	0971127908	661.38	
6408931	006881	0971127913	653.58	
6408932	006882	0971127914	653.24	
6408934	006884	0971128112	1928.13	
6408935	006885	0971128127	606.91	
6408936	006886	0971128130	653.48	
6408938	006888	0971128207	632.55	
6408939	006889	0971128208	632.55	
6408940	006890	0971128210	588.56	
6408941	006891	0971128211	617.12	
6408942	006892	0971128217	632.77	
6408943	006893	0971128218	637.87	
6408944	006894	0971128219	623.53	
6408945	006895	0971128312	713.04	
6408946	006896	0971128605	636.81	
6408947	006897	0971128615	606.91	
6408948	006898	0971128707	653.24	
6408949	006899	0971128721	653.24	
6408950	006900	0971128807	754.88	
6408951	006901	0971128820	653.24	
6408953	006903	0971130528	735.18	
6408957	006907	0971130802	735.18	
6408958	006908	0971130909	647.14	
6408962	006912	0971131126	645.78	
6408964	006914	0971131401	731.15	
6408965	006915	0971131404	662.85	
6408967	006917	0971131820	754.48	
6408971	006921	0971131905	650.41	
6408972	006922	0971132006	828.59	
6408973	006923	0971132008	653	
6408975	006925	0971132526	645.1	
6408976	006926	0971132622	647.14	
6408977	006927	0971132626	658.62	
6408979	006929	0971132709	653.35	
6408984	006934	0971134912	647.14	
6408985	006935	0971134913	647.14	
6408986	006936	0971134914	656.94	
6408987	006937	0971135027	754.88	
6408988	006938	0971135104	650.41	
6408989	006939	0971135111	763.67	
6408990	006940	0971135222	647.14	
6408991	006941	0971135223	647.14	
6408992	006942	0972064603	615.94	
6408994	006944	0972064619	591.29	
6408995	006945	0972064924	629.27	
6408996	006946	0972065005	713.04	
6408997	006947	0972065008	630.64	
6408998	006948	0972065010	630.64	
6408999	006949	0972065018	637.41	
6409001	006951	0972065120	729.13	
6409004	006954	0972128803	824.09	
6409005	006955	0972128906	630.64	
6409006	006956	0972128913	688.83	
6409007	006957	0972128918	634.59	
6409008	006958	0972128925	624.88	
6409012	006962	0972129510	647.14	
6409013	006963	0972129622	740.39	
6409015	006965	0972129710	658.62	
6409018	006968	0972129921	647.14	
6409020	006970	0972130131	735.18	
6409021	006971	0972130132	686.43	
6409022	006972	0972130209	653	
6409023	006973	0972130210	653	
6409024	006974	0972130216	731.79	
6409025	006975	0972130312	1260.22	
6409026	006976	0972130320	735.18	
6409027	006977	0972130326	1698.39	
6409028	006978	0972130330	735.18	
6409029	006979	0972130331	647.14	
6409031	006981	0972169150	777.87	
6409032	006982	0972169157	806.29	
6409035	006985	0972169320	704.83	
6409036	006986	0972171406	641.46	
6409040	006990	0972171723	729.13	
6409044	006994	0972171912	596.29	
6409045	006995	0972171913	769.41	
6409048	006998	0972172105	791.9	
6409049	006999	0972172120	630.64	
6409051	007001	0972172208	630.64	
6409054	007004	0972172313	774.21	
6409057	007007	0972172415	738.76	
6409058	007008	0972172418	802.58	
6409059	007009	0972172618	658.29	
6409060	007010	0972172620	775.8	
6409063	007013	0973169109	727.53	
6409065	007015	0973169122	675.74	
6409066	007016	0973169318	867.57	
6409070	007020	0973169514	759.95	
6409071	007021	0973169526	642.81	
6409072	007022	0973169527	642.81	
6409073	007023	0973169531	642.81	
6409074	007024	0973169610	756.51	
6409075	007025	0973169630	897.88	
6409076	007026	0973169715	717.51	
6409077	007027	0973169826	700.15	
6409079	007029	0973169922	642.81	
6409080	007030	0973169925	700.15	
6409083	007033	0973170112	666.34	
6409084	007034	0973170117	684.5	
6409085	007035	0973170328	701.76	
6409086	007036	0973170404	642.81	
6409087	007037	0973170406	700.15	
6409088	007038	0973170407	642.81	
6409092	007042	0973170823	642.81	
6409093	007043	0973170828	3325.83	
6409094	007044	0973170906	700.15	
6409096	007046	0973170921	640.98	
6409097	007047	0973170922	642.81	
6409099	007049	0973170930	645.97	
6409100	007050	0973171004	5165.65	
6409101	007051	0973171213	657.94	
6409102	007052	0973171214	668.56	
6409103	007053	0973171310	642.81	
6409104	007054	0973171311	658.39	
6409106	007056	0973172611	606.91	
6409107	007057	0973172612	606.91	
6409108	007058	0973172614	606.91	
6409109	007059	0973172615	606.91	
6409111	007061	0973172727	3945.58	
6409112	007062	0973172733	766.17	
6409113	007063	0973172810	630.37	
6409114	007064	0973172815	2546.03	
6409117	007067	0973172922	645.97	
6409118	007068	0973172923	645.97	
6409119	007069	0973173108	806.29	
6409120	007070	0973173110	833.75	
6409121	007071	0973173111	833.75	
6409122	007072	0973173138	660.87	
6409123	007073	0973173215	726.92	
6409124	007074	0973180128	1584.86	
6409125	007075	0973180701	2074.35	
6409126	007076	0973180704	3735.51	
6409128	007078	0973180928	840.21	
6409130	007080	0973183617	655.47	
6409131	007081	0974111157	1141.78	
6409132	007082	0974170204	700.15	
6409133	007083	0974170205	700.15	
6409134	007084	0974170209	642.81	
6409136	007086	0974170316	2358.78	
6409138	007088	0974170321	704.98	
6409139	007089	0974170324	645.97	
6409141	007091	0974179601	701.04	
6409144	007094	0974179723	702.82	
6409146	007096	0974179819	840.21	
6409147	007097	0974179905	645.97	
6409148	007098	0974179928	818.19	
6409152	007102	0974180113	746.19	
6409153	007103	0974180114	740.11	
6409154	007104	0974180124	833.75	
6409157	007107	0974180317	696.8	
6409158	007108	0974180413	650.94	
6409159	007109	0974180720	658.61	
6409160	007110	0974180733	661.11	
6409164	007114	0974180931	2261.54	
6409165	007115	0974181026	645.97	
6409166	007116	0974181027	645.97	
6409168	007118	0974181228	740.11	
6409169	007119	0974181235	707.52	
6409172	007122	0974181511	655.47	
6409173	007123	0974181512	655.47	
6409174	007124	0974181513	655.47	
6409175	007125	0974181607	727.53	
6409176	007126	0974181909	3598.12	
6409177	007127	0974181911	704.98	
6409179	007129	0974182006	642.81	
6409180	007130	0974182017	710.8	
6409182	007132	0974182211	650.27	
6409183	007133	0974182312	642.13	
6409184	007134	0974182408	642.81	
6409185	007135	0974182409	642.81	
6409186	007136	0974182414	645.97	
6409187	007137	0974182522	642.81	
6409190	007140	0974182528	622.92	
6409191	007141	0974182609	655.47	
6409192	007142	0974182705	704.98	
6409193	007143	0974182720	642.81	
6409194	007144	0974182721	696.93	
6409195	007145	0974182820	722.68	
6409196	007146	0974182823	717.75	
6409198	007148	0974183001	726.85	
6409199	007149	0974183007	645.97	
6409200	007150	0974183031	754.52	
6409202	007152	0974183037	840.21	
6409203	007153	0974183039	707.52	
6409204	007154	0974183042	707.52	
6409206	007156	0974260955	875.61	
6409207	007157	0974262204	4509.48	
6409208	007158	0974262569	5973.33	
6409209	007159	0975061109	558.59	
6409210	007160	0975061141	558.59	
6409211	007161	0975061142	558.59	
6409212	007162	0975062917	561.58	
6409213	007163	0975062918	612.96	
6409214	007164	0975173227	661.38	
6409215	007165	0975173228	661.38	
6409216	007166	0976130690	5113.93	
6409217	007167	0976262808	1500.23	
6409218	007168	0976262849	4897.67	
6409219	007169	0976264214	3427.08	
6409221	007171	0976264502	1498.2	
6409222	007172	0976264526	3462.65	
6409223	007173	0976264625	3920.64	
6409224	007174	0976264724	3288.16	
6409225	007175	0976265203	4038.86	
6409227	007177	0977050768	5246.49	
6409229	007179	0977061104	558.59	
6409230	007180	0977061149	558.59	
6409232	007182	0977062904	561.58	
6409233	007183	0978110222	7340.62	
6409234	007184	0978120624	4631.11	
6409235	007185	0978268914	702	
6409236	007186	0978269005	820.87	
6409237	007187	0978269006	820.87	
6409238	007188	0979035517	5563.33	
6409240	007190	0979036212	1049.46	
6409241	007191	0979036428	849.85	
6409243	007193	0979039618	675	
6409245	007195	0979039816	3257.95	
6409246	007196	0979039819	751.87	
6409247	007197	0979040103	775.8	
6409248	007198	0979040111	6010.88	
6409250	007200	0979040240	723.43	
6409252	007202	0979040331	772.59	
6409253	007203	0979040344	695.42	
6409254	007204	0979040408	1438.65	
6409255	007205	0979040410	735.57	
6409257	007207	0979040434	662.66	
6409258	007208	0979040445	695.22	
6409259	007209	0979040446	745.21	
6409260	007210	0979040523	662.66	
6409262	007212	0979041443	718.56	
6409263	007213	0980036508	2231.91	
6409264	007214	0980036518	9777.64	
6409265	007215	0980036532	4553.24	
6409266	007216	0980036605	684.36	
6409267	007217	0980036617	1469.32	
6409269	007219	0980036711	708.48	
6409270	007220	0980036712	714.64	
6409271	007221	0980036735	682.04	
6409272	007222	0980037211	662.66	
6409273	007223	0980037215	662.66	
6409274	007224	0980037303	3123.99	
6409275	007225	0980037308	682.04	
6409276	007226	0980037326	775.8	
6409277	007227	0980037416	2382.04	
6409279	007229	0980037528	899	
6409280	007230	0980037533	662.66	
6409281	007231	0980037605	662.66	
6409282	007232	0980037611	662.66	
6409283	007233	0980037808	662.36	
6409284	007234	0980037820	676.61	
6409285	007235	0980038202	733.96	
6409286	007236	0980038209	662.66	
6409288	007238	0980038310	733.96	
6409289	007239	0980038312	906.19	
6409290	007240	0980038340	662.66	
6409291	007241	0980038432	848.88	
6409292	007242	0980038505	775.8	
6409294	007244	0980038622	682.04	
6409295	007245	0980038623	775.8	
6409296	007246	0980038712	690.02	
6409299	007249	0980038804	733.96	
6409300	007250	0980038809	697.94	
6409301	007251	0980038810	691.37	
6409302	007252	0980039118	5816.86	
6409303	007253	0980039131	772.59	
6409304	007254	0980039132	6954.66	
6409305	007255	0980039331	775.8	
6409306	007256	0980039332	775.8	
6409307	007257	0980041402	1440.02	
6409308	007258	0980041404	2082.99	
6409309	007259	0980041808	757.87	
6409310	007260	0980041917	1028.71	
6409312	007262	0980042402	732.36	
6409313	007263	0981040443	743.61	
6409314	007264	0981040444	796.75	
6409316	007266	0981040619	3250.7	
6409317	007267	0981040621	677.23	
6409318	007268	0981040622	675	
6409319	007269	0981040715	655.33	
6409320	007270	0981040729	679.21	
6409323	007273	0981040921	785.45	
6409324	007274	0981041014	672.13	
6409326	007276	0981041109	657.37	
6409328	007278	0981041124	657.37	
6409329	007279	0981041317	733.96	
6409330	007280	0981044506	762.93	
6409331	007281	0981044516	697.33	
6409333	007283	0981045214	2352.25	
6409334	007284	0981045218	657.37	
6409335	007285	0981045221	662.66	
6409337	007287	0981045315	657.37	
6409338	007288	0981045317	668.06	
6409339	007289	0981045413	733.96	
6409342	007292	0981045508	662.66	
6409343	007293	0981045520	662.66	
6409344	007294	0981045526	657.37	
6409345	007295	0981045603	733.96	
6409346	007296	0981045607	2486.86	
6409347	007297	0981045612	662.66	
6409348	007298	0981045614	684.79	
6409349	007299	0981045619	662.66	
6409350	007300	0981045711	696.51	
6409353	007303	0981045801	655.33	
6409355	007305	0981045817	668.59	
6409356	007306	0981045838	834.31	
6409357	007307	0981045917	657.37	
6409358	007308	0981045918	657.37	
6409359	007309	0981045923	2976.42	
6409360	007310	0981046005	657.37	
6409361	007311	0981046006	662.66	
6409362	007312	0981046026	701.63	
6409363	007313	0981046032	3950.95	
6409364	007314	0981046045	1374.63	
6409365	007315	0981046203	1239.42	
6409366	007316	0981046207	857.9	
6409367	007317	0981046214	2438.59	
6409368	007318	0981046228	708.07	
6409369	007319	0981046301	644.97	
6409370	007320	0981046322	679.2	
6409371	007321	0981046722	655.9	
6409372	007322	0981046814	5729.57	
6409374	007324	0982015405	715.2	
6409375	007325	0982041415	775.8	
6409376	007326	0982041520	787.09	
6409379	007329	0982042024	685.04	
6409380	007330	0982042027	846.65	
6409381	007331	0982042203	661.98	
6409382	007332	0982042204	661.98	
6409383	007333	0982042208	835.39	
6409384	007334	0982042217	754.88	
6409385	007335	0982042227	663.13	
6409387	007337	0982042650	787.09	
6409388	007338	0982042702	688.42	
6409389	007339	0982042721	717.7	
6409391	007341	0982043030	2059.73	
6409392	007342	0982043037	754.88	
6409393	007343	0982043117	732.36	
6409394	007344	0982043206	732.36	
6409395	007345	0982043208	770.18	
6409398	007348	0982043510	668.74	
6409399	007349	0982043603	732.36	
6409400	007350	0982043604	732.36	
6409401	007351	0982043608	661.98	
6409402	007352	0982043811	661.98	
6409404	007354	0982044013	666.5	
6409406	007356	0982044420	714.18	
6409407	007357	0982044835	5459.37	
6409408	007358	0982045002	2334.75	
6409409	007359	0982046258	4694.51	
6409410	007360	0982047104	825.71	
6409411	007361	0982047119	687.68	
6409413	007363	0982047229	722.68	
6409414	007364	0982047236	724.31	
6409415	007365	0982047525	736.41	
6409416	007366	0983046516	749.55	
6409417	007367	0983046546	724.31	
6409420	007370	0983046707	655.9	
6409421	007371	0983048804	711.41	
6409422	007372	0983048805	649.8	
6409423	007373	0983048831	857.9	
6409424	007374	0983049105	722.68	
6409425	007375	0984015415	822.49	
6409426	007376	0984024835	715.2	
6409428	007378	0984046906	4085.27	
6409429	007379	0984046914	653.44	
6409432	007382	0984047217	5223.36	
6409433	007383	0984047320	722.68	
6409434	007384	0984047412	681.68	
6409435	007385	0984047417	653.44	
6409436	007386	0984047509	822.49	
6409437	007387	0984047604	653.44	
6409438	007388	0984047606	722.68	
6409440	007390	0984047717	722.68	
6409441	007391	0984047724	653.44	
6409443	007393	0984047816	722.68	
6409444	007394	0984047823	655.9	
6409445	007395	0984047845	653.44	
6409446	007396	0984047911	3800.05	
6409447	007397	0984047920	729.13	
6409449	007399	0984048109	692.42	
6409450	007400	0984048117	724.31	
6409452	007402	0984048205	653.44	
6409453	007403	0984048218	4103.05	
6409454	007404	0984048219	722.68	
6409455	007405	0984048321	722.68	
6409456	007406	0984048322	767.85	
6409457	007407	0984048506	822.49	
6409463	007413	0985014439	769.3	
6409464	007414	0985014615	653.44	
6409465	007415	0985014801	653.44	
6409466	007416	0985014803	4618.59	
6409468	007418	0985014821	670.62	
6409469	007419	0985014828	653.44	
6409470	007420	0985014843	722.68	
6409471	007421	0985014910	722.68	
6409472	007422	0985014931	653.44	
6409473	007423	0985015519	653.44	
6409474	007424	0985015625	722.68	
6409477	007427	0985023307	655.9	
6409478	007428	0985023316	722.68	
6409480	007430	0985023413	656.7	
6409482	007432	0985024202	653.44	
6409483	007433	0985024206	741.66	
6409484	007434	0985024305	653.44	
6409485	007435	0985024330	653.44	
6409486	007436	0985024331	722.68	
6409487	007437	0985024515	662.47	
6409489	007439	0985024610	653.44	
6409490	007440	0985024612	653.44	
6409491	007441	0985024613	650.84	
6409492	007442	0985024622	656.58	
6409493	007443	0985024740	708.07	
6409495	007445	0985024817	710.06	
6409497	007447	0985024822	708.07	
6409498	007448	0985024826	708.07	
6409499	007449	0985161901	6813.17	
6409501	007451	0986011004	8507.94	
6409502	007452	0986011006	13755.9	
6409503	007453	0986011007	2624.69	
6409504	007454	0986011008	3406.44	
6409505	007455	0986011009	2647.21	
6409506	007456	0986011010	2647.21	
6409507	007457	0986011011	1990.73	
6409508	007458	0986011012	3381.11	
6409509	007459	0986011013	4117.4	
6409510	007460	0986011016	3528.49	
6409511	007461	0986011017	3528.49	
6409512	007462	0986021702	649.8	
6409513	007463	0986021713	711.41	
6409514	007464	0986021729	822.49	
6409515	007465	0986021732	822.49	
6409517	007467	0986021903	3203.77	
6409519	007469	0986021915	722.68	
6409520	007470	0986021923	653.44	
6409521	007471	0986022010	653.44	
6409522	007472	0986022011	722.68	
6409523	007473	0986022106	653.44	
6409524	007474	0986022108	653.44	
6409525	007475	0986022109	653.44	
6409528	007478	0986022321	653.44	
6409529	007479	0986022412	722.68	
6409530	007480	0986022423	653.44	
6409531	007481	0986022424	722.68	
6409532	007482	0986022428	722.68	
6409533	007483	0986022510	722.68	
6409535	007485	0986022523	722.68	
6409537	007487	0986022602	4536.56	
6409538	007488	0986022715	4929.11	
6409542	007492	0986023819	653.44	
6409544	007494	0986024316	668.21	
6409545	007495	0986024707	649.8	
6409546	007496	0986024708	649.8	
6409547	007497	0986024720	6038.76	
6409548	007498	0986025316	4735.71	
6409549	007499	0986025318	644.97	
6409552	007502	0986025321	1882.77	
6409553	007503	0986025423	653.44	
6409555	007505	0986026004	649.8	
6409556	007506	0987013526	649.8	
6409557	007507	0987013805	653.44	
6409558	007508	0987013904	3664.06	
6409559	007509	0987013926	722.68	
6409560	007510	0987014008	653.44	
6409561	007511	0987014104	653.44	
6409562	007512	0987014105	653.44	
6409563	007513	0987014123	679.2	
6409565	007515	0987014315	1324.81	
6409566	007516	0987014405	822.49	
6409567	007517	0987014415	9077.32	
6409568	007518	0987014419	822.49	
6409569	007519	0987014432	892.45	
6409571	007521	0987014526	909.42	
6409573	007523	0987015015	722.68	
6409575	007525	0987015205	653.44	
6409576	007526	0987015213	653.44	
6409577	007527	0987030109	668.74	
6409580	007530	0987030517	661.98	
6409581	007531	0987030729	787.09	
6409583	007533	0987033408	787.09	
6409584	007534	0987033505	1422.13	
6409585	007535	0987033538	1390.29	
6409586	007536	0987033612	881.5	
6409587	007537	0987033616	725.41	
6409590	007540	0987033625	661.98	
6409591	007541	0987033626	732.36	
6409592	007542	0987033705	1389.12	
6409593	007543	0987033728	661.98	
6409596	007546	0987033814	1361.59	
6409597	007547	0987033815	691.74	
6409599	007549	0987033843	661.98	
6409600	007550	0987034002	4841.1	
6409602	007552	0987034030	732.36	
6409603	007553	0987034127	661.98	
6409605	007555	0987034214	661.98	
6409606	007556	0987034215	666.5	
6409607	007557	0987034216	2385.19	
6409608	007558	0987034308	732.36	
6409609	007559	0987034330	859.75	
6409611	007561	0987034438	1025.32	
6409612	007562	0987034440	771.97	
6409613	007563	0987042518	732.36	
6409614	007564	0987042519	732.36	
6409617	007567	0987042809	685.04	
6409618	007568	0987042822	701.31	
6409619	007569	0987042836	661.98	
6409620	007570	0987042837	661.98	
6409621	007571	0987042917	706.93	
6409622	007572	0987042936	671.47	
6409623	007573	0987042939	754.88	
6409624	007574	0988011711	653.44	
6409626	007576	0988011815	653.44	
6409627	007577	0988011816	4309.38	
6409629	007579	0988011929	4514.84	
6409630	007580	0988012101	1454	
6409631	007581	0988012201	652.75	
6409632	007582	0988012207	653.44	
6409633	007583	0988012208	653.44	
6409635	007585	0988012317	653.44	
6409637	007587	0988012518	781.75	
6409639	007589	0988012716	715.2	
6409640	007590	0988012718	845.02	
6409641	007591	0988012720	822.49	
6409642	007592	0988012816	4887.21	
6409643	007593	0988012818	653.44	
6409644	007594	0988012830	722.68	
6409645	007595	0988012834	653.44	
6409646	007596	0988012907	5642.92	
6409647	007597	0988012913	653.44	
6409648	007598	0988012927	783.86	
6409650	007600	0988013101	653.44	
6409651	007601	0988013110	653.44	
6409652	007602	0988013144	653.44	
6409653	007603	0988013247	663.24	
6409654	007604	0988013302	4867.5	
6409655	007605	0988013405	769.3	
6409658	007608	0988013620	722.68	
6409659	007609	0988013624	722.68	
6409660	007610	0988032515	661.98	
6409661	007611	0988032612	732.36	
6409662	007612	0988032620	732.36	
6409663	007613	0988032803	732.36	
6409664	007614	0988032805	732.36	
6409665	007615	0988032806	732.36	
6409666	007616	0988032816	4687.21	
6409667	007617	0988032822	661.98	
6409669	007619	0988032905	732.36	
6409671	007621	0988033012	7424.85	
6409673	007623	0988033335	685.04	
6409674	007624	0988033420	2238.96	
6409675	007625	0989027917	772.59	
6409676	007626	0989028206	744.82	
6409679	007629	0989028310	772.59	
6409681	007631	0989028402	671.09	
6409682	007632	0989028418	751.81	
6409683	007633	0989028425	680.09	
6409684	007634	0989028426	680.09	
6409685	007635	0989028428	671.09	
6409686	007636	0989028608	671.09	
6409687	007637	0989028633	751.81	
6409688	007638	0989028634	751.81	
6409689	007639	0989028639	8640.75	
6409690	007640	0989028703	783.01	
6409691	007641	0989028727	711.28	
6409692	007642	0989028811	2410.75	
6409694	007644	0989029001	834.93	
6409695	007645	0989029014	716.01	
6409696	007646	0989029024	3323.13	
6409697	007647	0989029104	3300.48	
6409698	007648	0989029107	825.71	
6409699	007649	0989029205	813.12	
6409700	007650	0989029218	825.71	
6409701	007651	0989029219	696.22	
6409702	007652	0989029221	5506.87	
6409704	007654	0989029331	680.09	
6409705	007655	0989029410	2990.86	
6409707	007657	0989029712	751.81	
6409708	007658	0989030004	752.54	
6409710	007660	0989030024	668.74	
6409711	007661	0989030206	876.88	
6409713	007663	0989030903	661.98	
6409715	007665	0989037806	5347.06	
6409718	007668	0989038037	767.76	
6409719	007669	0989038130	991.51	
6409721	007671	0989042507	3953.65	
6409722	007672	0989042537	732.36	
6409723	007673	0990026311	809.6	
6409724	007674	0990026734	796.3	
6409725	007675	0990026735	742.53	
6409728	007678	0990026806	671.09	
6409729	007679	0990026812	682.72	
6409730	007680	0990026818	671.09	
6409732	007682	0990027002	730.09	
6409733	007683	0990027010	6061.74	
6409734	007684	0990027103	1355.58	
6409735	007685	0990027324	1175.02	
6409736	007686	0990027606	3343.99	
6409737	007687	0990027720	4750.99	
6409738	007688	0990027801	671.09	
6409739	007689	0990027824	1336.23	
6409740	007690	0990027830	825.71	
6409741	007691	0990027925	671.09	
6409742	007692	0990027929	671.09	
6409743	007693	0990028006	671.09	
6409744	007694	0990028508	669.06	
6409745	007695	0990028514	644.88	
6409746	007696	0990028516	644.88	
6409750	007700	0990031634	661.98	
6409755	007705	0990031822	3647.17	
6409756	007706	0990031824	847.54	
6409757	007707	0990031837	732.36	
6409758	007708	0990032021	736.62	
6409759	007709	0990032032	685.04	
6409760	007710	0990032034	787.09	
6409761	007711	0990032104	6827.57	
6409762	007712	0990032219	2237.98	
6409763	007713	0990032309	4242	
6409764	007714	0990032333	661.98	
6409765	007715	0990032402	661.98	
6409767	007717	0990032427	661.98	
6409768	007718	0990032428	732.36	
6409770	007720	0991010420	6635.86	
6409772	007722	0991185206	2017.04	
6409775	007725	0991185327	750.14	
6409776	007726	0991185427	849.83	
6409777	007727	0991185603	695.41	
6409779	007729	0991185616	816.11	
6409780	007730	0991185625	702.69	
6409781	007731	0991185815	4926.18	
6409782	007732	0991190929	7400.12	
6409783	007733	0991269126	695.41	
6409785	007735	0991269138	7332.42	
6409786	007736	0991269307	776.79	
6409787	007737	0991269308	749.42	
6409788	007738	0991269310	754.25	
6409789	007739	0991269401	733.39	
6409790	007740	0991269409	698.13	
6409791	007741	0991269518	706.88	
6409793	007743	0991269543	8059.91	
6409794	007744	0991269604	508.64	
6409795	007745	0991269605	9330.13	
6409796	007746	0991269615	725.92	
6409797	007747	0992026306	1370.3	
6409799	007749	0992026616	693.46	
6409801	007751	0992100153	4752.74	
6409802	007752	0992100217	3677.99	
6409803	007753	0992119807	722.97	
6409804	007754	0992119820	1182.73	
6409806	007756	0992119827	709.38	
6409807	007757	0992119831	3255.82	
6409808	007758	0992119832	722.97	
6409809	007759	0992119836	759.59	
6409810	007760	0992119841	5399.11	
6409813	007763	0992120310	2834.67	
6409815	007765	0992170265	5999.38	
6409816	007766	0992170292	3384.61	
6409818	007768	0992185436	827.32	
6409819	007769	0992186009	2674.65	
6409821	007771	0992186403	702.04	
6409822	007772	0992269705	7459.65	
6409823	007773	0992269717	849.83	
6409824	007774	0992275810	2492.92	
6409825	007775	0992275909	1081.98	
6409826	007776	0992275918	1225.27	
6409828	007778	0993110481	6786.19	
6409829	007779	0993262743	11651.24	
6409830	007780	0993262912	849.03	
6409831	007781	0993262916	2277.3	
6409832	007782	0993263514	5003.05	
6409833	007783	0993263601	3144.64	
6409834	007784	0993263721	3212.85	
6409835	007785	0993263827	3413.23	
6409837	007787	0993264102	1277.13	
6409838	007788	0993264135	21.83	
6409842	007792	0995179619	5171.15	
6409843	007793	0995181218	3661.7	
6409844	007794	0995181321	897.88	
6409845	007795	0995181405	642.81	
6409846	007796	0995181411	642.81	
6409847	007797	0995181412	642.81	
6409848	007798	0995181413	642.81	
6409849	007799	0995181417	642.81	
6409850	007800	0995181702	725.24	
6409851	007801	0995181703	725.24	
6409856	007806	0995191501	1418.49	
6409858	007808	0995191801	3443.1	
6409859	007809	0995192128	3823.92	
6409861	007811	0995192419	2301.19	
6409862	007812	0995192502	1077.99	
6409864	007814	0995192520	2652.02	
6409865	007815	0995192709	3142.96	
6409866	007816	0995192713	1885.09	
6409868	007818	0995193011	2122.33	
6409869	007819	0995193014	2993.89	
6409870	007820	0995193116	1075.21	
6409874	007824	0995193434	2890	
6409875	007825	0995193506	1792.98	
6409876	007826	0995193507	3840.15	
6409877	007827	0995193608	4907.29	
6409878	007828	0995193812	1290.65	
6409883	007833	0995194202	820.8	
6409887	007837	0995201030	2297.99	
6409889	007839	0995261603	4624.18	
6409890	007840	0995261803	3272.88	
6409891	007841	0995261817	3035.32	
6409896	007846	0996001001	30.7	
6409897	007847	0996003015	6942.09	
6409898	007848	0996003104	10086.28	
6409900	007850	0996003112	5992.05	
6409901	007851	0996093107	2505.84	
6409902	007852	0996093128	387.55	
6409903	007853	0996093130	2170.27	
6409904	007854	0996093606	2672.31	
6409905	007855	0996093621	3435.36	
6409908	007858	0996094126	2172.86	
6409909	007859	0996094130	2602.9	
6409910	007860	0996094143	946.36	
6409912	007862	0996094313	1905.3	
6409913	007863	0996094326	2274.69	
6409914	007864	0996094419	2265.92	
6409915	007865	0996183301	1997.63	
6409916	007866	0996183323	2640.53	
6409918	007868	0996183417	2473.84	
6409919	007869	0996191015	2480.55	
6409920	007870	0996191016	884.77	
6409921	007871	0996191026	3042.92	
6409923	007873	0996191136	3674.71	
6409924	007874	0996191209	3139.13	
6409925	007875	0996191913	2127.06	
6409926	007876	0996192011	2867.6	
6409927	007877	0996192125	1015.19	
6409928	007878	0996192208	1249.09	
6409929	007879	0996192304	2456.67	
6409930	007880	0996192314	2777.86	
6409931	007881	0996194501	3591.77	
6409933	007883	0996261205	3190.12	
6409934	007884	0996261423	3721.87	
6409935	007885	0996261425	998.02	
6409936	007886	0996261509	2730.53	
6409938	007888	0996263301	1239.73	
6409940	007890	0997000409	2151.35	
6409942	007892	0997000604	1966.85	
6409945	007895	0997000717	1326.87	
6409946	007896	0997000718	3131.58	
6409947	007897	0997000720	2573.08	
6409949	007899	0997000825	2718.37	
6409950	007900	0997000931	2124.5	
6409951	007901	0997001003	797.58	
6409952	007902	0997001010	2155.72	
6409955	007905	0997001313	1362.48	
6409956	007906	0997001503	1273.67	
6409957	007907	0997001508	919.91	
6409958	007908	0997001612	2848.48	
6409959	007909	0997001905	2003.37	
6409960	007910	0997001907	4115.7	
6409963	007913	0997034944	2169.18	
6409964	007914	0997034950	954.17	
6409965	007915	0997035010	1886.04	
6409967	007917	0997050003	15960.75	
6409968	007918	0997050004	33418.61	
6409970	007920	0997093835	2409.21	
6409972	007922	0997160060	8565.92	
