ADV_AMT,ADV_NUM,FOLIO1,USER_ID,WINNING_BID
410.08,00227,20206046C,2428,10.00
976.75,00228,20210001L,2850,8.00
642.76,00229,20210001M,2849,8.00
646.14,00230,20210001N,3568,8.00
7730.55,00231,20210001V,2829,7.00
1139.70,00234,20221018,2444,6.00
1133.73,00235,20221019,3373,6.00
687.38,00237,20234009,2849,5.00
131.76,00238,20235035,131,0.00
121.86,00239,20235039,3523,11.00
248.89,00240,20240029,3523,11.00
131.76,00241,20243001,131,0.00
131.76,00242,20243002,131,0.00
131.76,00243,20243003,131,0.00
131.76,00244,20243004,131,0.00
131.76,00245,20243005,131,11.00
131.76,00246,20243006,131,11.00
131.76,00247,20243007,131,11.00
131.76,00248,20243018,131,11.00
131.76,00249,20243019,131,11.00
131.76,00250,20243020,131,11.00
131.76,00251,20243021,3416,0.00
131.76,00252,20243022,131,0.00
131.76,00253,20243023,131,0.00
131.76,00254,20243024,131,0.00
131.76,00256,20243046,3479,0.00
131.76,00257,20245005,3416,0.00
131.76,00258,20245006,131,0.00
131.76,00259,20245007,131,13.00
131.76,00260,20245008,131,13.00
131.76,00261,20245009,131,13.00
131.76,00262,20245010,131,13.00
131.76,00263,20245011,3416,0.00
131.76,00264,20245012,3416,0.00
131.76,00265,20245013,131,13.00
131.76,00266,20245014,131,13.00
131.76,00267,20245015,131,13.00
131.76,00268,20245017,3416,0.00
131.76,00269,20245018,131,0.00
131.76,00270,20246008,131,0.00
131.76,00271,20246026,131,0.00
131.76,00272,20246056,2567,0.00
131.76,00273,20249020,3479,0.00
131.76,00274,20249021,3479,0.00
131.76,00275,20249036,2567,0.00
131.76,00276,20249037,2567,0.00
131.76,00277,20249038,131,0.00
131.76,00278,20249039,131,0.00
131.76,00279,20249040,3416,0.00
131.76,00280,20249041,131,13.00
131.76,00281,20249042,131,13.00
131.76,00282,20249043,131,13.00
131.76,00283,20249050,2567,0.00
131.76,00284,20249051,2567,0.00
131.76,00285,20249053,131,13.00
131.76,00286,20250014,131,13.00
131.76,00287,20250020,131,13.00
183.82,00288,20250021,131,16.00
131.76,00289,20250025,3416,0.00
131.76,00290,20250026,131,0.00
131.76,00291,20250027,131,0.00
131.76,00292,20250028,131,6.00
131.76,00293,20250029,131,6.00
131.76,00294,20250030,131,6.00
131.76,00295,20250031,131,6.00
131.76,00296,20250032,131,6.00
131.76,00297,20250033,131,6.00
346.30,00298,20250036,131,6.00
131.76,00299,20251045,131,6.00
131.76,00300,20251046,131,6.00
131.76,00301,20252004,131,6.00
131.76,00302,20252017,131,6.00
131.76,00303,20252018,131,0.00
131.76,00304,20252019,131,0.00
131.76,00305,20252020,131,0.00
131.76,00306,20252021,131,3.00
131.76,00307,20252024,131,3.00
131.76,00308,20252038,131,3.00
131.76,00309,20252039,131,0.00
131.76,00310,20252040,131,0.00
131.76,00311,20252053,131,0.00
131.76,00312,20252054,3416,0.00
131.76,00313,20252055,3416,0.00
238.18,00314,20256007,3480,11.00
132.33,00315,20256017,3479,0.00
508.70,00316,20257004,2894,11.00
798.15,00317,20270040,131,0.00
1594.48,00319,20302004D,253,7.00
1169.56,00323,20319112,2892,5.00
816.72,00324,20323002D,3535,8.00
906.19,00325,20323004C,2892,7.00
285.26,00326,20325012,3538,5.00
180.98,00327,20326017,406,11.00
61.65,00331,20335013B,3538,0.00
76.25,00333,20336016B,3538,0.00
108.16,00334,20339002,3342,6.00
804.55,00335,20343053,2892,0.00
548.25,00336,20349029,3538,0.00
716.14,00337,20350009,2892,5.00
716.14,00338,20350013,2892,4.00
883.30,00339,20350035,3355,7.00
835.59,00340,20357002C,2894,10.00
1571.15,00342,20407142,3531,3.00
1611.38,00343,20407166,3531,4.00
716.80,00344,20407197,3531,4.00
143.32,00345,20407239,2570,5.00
861.18,00346,20407264,3340,7.00
2103.49,00347,20412014D,2849,8.00
842.93,00348,20415020M,3531,5.00
297.75,00349,20433013,131,0.00
69.30,00350,20508009,3393,0.00
2806.36,00351,20508010,3308,16.00
422.49,00352,20508032,3308,16.00
662.70,00353,20509005,3308,16.00
183.91,00354,20510005A,3538,0.00
227.63,00355,20520004,3342,0.00
227.63,00356,20520005,3589,0.00
228.27,00357,20520012,3589,0.00
224.09,00361,20520035,3479,0.00
230.04,00362,20521031,2570,0.00
132.99,00363,20522010,3589,0.00
132.99,00364,20524011,3342,0.00
267.38,00365,20536014,131,0.00
92.08,00366,20602004,3308,16.00
177.72,00367,20603043,2892,0.00
92.08,00368,20604021,131,0.00
92.08,00369,20604022,131,0.00
92.08,00370,20604024,3308,16.00
92.08,00371,20605046,3308,16.00
92.08,00372,20605061,3308,16.00
92.08,00373,20609035,3308,16.00
92.08,00374,20612047,3590,13.00
92.08,00375,20612050,3359,13.00
711.82,00376,20613025,131,0.00
500.00,00377,20615008A,131,0.00
136.68,00378,20616002,131,0.00
233.12,00379,20616017,3479,0.00
297.84,00381,20617016A,3523,11.00
127.40,00383,20619025,3479,0.00
256.10,00385,20620002,2849,12.00
176.55,00386,20620024A,131,13.00
244.25,00388,20621019,3590,0.00
602.96,00389,20622001,2356,8.00
153.99,00390,20623029,131,13.00
412.71,00392,20624007,3465,15.00
284.97,00393,20625009,3518,12.00
365.29,00394,20625032D,3465,16.00
283.13,00395,20625042,131,11.00
804.07,00396,20626032,2894,11.00
247.02,00397,20627016,131,13.00
533.18,00398,20628015,2894,13.00
167.87,00399,20630019,3322,8.00
284.86,00400,20633010,131,4.00
