AdvNum,Parcel,Face Amount
0001130,030927773202300300,37.78
0001131,030927773202900040,33.82
0001132,030927773202900100,33.82
0001133,030927773202900110,33.82
0001134,030927773202900120,33.82
0001135,030927773202900130,37.78
0001136,030927773202900140,37.78
0001137,030927773202900180,37.78
0001138,030927773202900190,37.78
0001139,030927773202900200,37.78
0001140,030927773202900210,37.78
0001141,030927773202900230,37.78
0001142,030927773202900240,37.78
0001143,030927773202900250,37.78
0001144,030927773202900280,37.78
0001145,030927773202900290,37.78
0001146,030927773202900300,37.78
0001152,031024257000100030,53.01
0001153,031024257000100040,53.01
0001154,031024257000100070,45.16
0001155,031024257000100080,45.16
0001156,031024257000100090,45.63
0001157,031024257000100140,53.01
0001158,031024257000100150,53.01
0001159,031024257000100280,53.01
0001160,031024257000100290,53.01
0001161,031024257000100340,53.01
0001162,031024257000100350,53.01
0001163,031024257000100370,53.01
0001164,031024257000100380,53.01
0001165,031024257000100410,29.96
0001167,031024257000200080,53.01
0001168,031024257000200090,53.01
0001169,031024257000200100,53.01
0001170,031024257000200110,53.01
0001171,031024257000200140,53.01
0001172,031024257000200150,53.01
0001173,031024257000200160,29.96
0001174,031024257000200180,90.65
0001175,031024257000200190,29.96
0001176,031024257000200200,53.01
0001177,031024257000200210,53.01
0001178,031024257000200220,29.96
0001180,031024257000300090,83.75
0001181,031024257000300100,83.75
0001182,031024257000300110,83.75
0001183,031024257000300120,83.75
0001184,031024257000300130,60.7
0001185,031024257000300140,60.7
0001186,031024257000300150,60.7
0001187,031024257000300160,83.75
0001188,031024257000300170,83.75
0001189,031024257000500100,53.01
0001190,031024257000500270,93.54
0001191,031024257000500370,53.01
0001192,031024257000500380,53.01
0001193,031024257000500390,53.01
0001194,031024257000500400,53.01
0001195,031024257000500410,53.01
0001196,031024257000500420,53.01
0001197,031024257000500430,53.01
0001198,031024257000500440,45.16
0001199,031024257000500450,45.16
0001200,031024257000500460,45.63
0001201,031024257000500470,62.92
0001202,031024257000500480,53.01
0001204,031024257000700400,32.49
0001205,031024257000700410,29.96
0001206,031024257000700420,29.96
0001207,031024257000700430,29.96
0001208,031024257000700440,29.96
0001209,031024257000700450,29.96
0001210,031024257000700460,29.96
0001211,031024257000700470,29.96
0001212,031024257000700480,29.96
0001213,031024257000700490,29.96
0001214,031024257000700500,29.96
0001215,031024257000700510,29.96
0001216,031024257000700730,29.96
0001217,031024257000700740,29.96
0001218,031024257000800130,29.96
0001219,031024257000800140,29.96
0001220,031024257000800150,29.96
0001221,031024257000800160,29.96
0001222,031024257000800170,29.96
0001223,031024257000800180,29.96
0001224,031024257000800190,92.32
0001237,031024907000200010,63.11
0001238,031024907000200020,88.06
0001239,031024907000200140,29.96
0001240,031024907000200150,45.16
0001241,031024907000200160,45.16
0001242,031024907000200170,45.63
0001244,031024907000200220,53.3
0001245,031024907000200240,57.81
0001246,031024907000200250,57.81
0001247,031024907000200300,29.96
0001248,031024907000200310,29.96
0001252,031024907000200380,88.06
0001257,031024907000200460,70.57
0001258,031024907000300010,63.11
0001259,031024907000300020,53.01
0001260,031024907000300030,53.01
0001261,031024907000300100,45.16
0001262,031024907000300110,45.16
0001263,031024907000300120,45.63
0001266,031024907000300170,106.92
0001267,031024907000400070,29.96
0001268,031024907000400160,53.01
0001269,031024907000400170,53.01
0001270,031024907000400180,53.01
0001271,031024907000400190,53.01
0001278,031024907000600080,76.05
0001288,031024907000800050,88.06
0001289,031024907000800210,88.06
0001290,031024907000800250,88.06
0001291,031024907000800280,106.45
0001292,031024907000800300,88.06
0001293,031024907000800320,88.06
0001294,031024907000800410,53.01
0001295,031024907000800420,53.01
0001296,031024907000800430,53.01
0001297,031024907000800440,53.01
0001298,031024907000900050,88.06
0001299,031024907000900070,88.06
0001300,031024907000900090,88.06
0001301,031024907000900110,88.06
0001302,031024907000900130,112.03
0001303,031024907000900170,88.06
0001304,031024907000900190,88.06
0001305,031024907000900230,88.06
0001308,031024907000900310,89.58
0001309,031024907001000020,41.96
0001310,031024907001000060,41.96
0001311,031024907001000090,88.06
0001312,031024907001000110,53.01
0001313,031024907001000120,53.01
0001314,031024907001000130,41.05
0001315,031024907001000140,41.05
0001316,031024907001000150,41.05
0001317,031024907001000160,41.05
0001318,031024907001000210,53.01
0001319,031024907001000220,53.01
0001320,031024907001000230,55.54
0001321,031024907001000240,55.54
0001322,031024907001000250,53.01
0001323,031024907001000260,53.01
0001324,031024907001000270,88.06
0001325,031024907001000290,53.01
0001326,031024907001000300,53.01
0001327,031024907001000310,53.01
0001328,031024907001000320,53.01
0001329,031024907001000370,29.96
0001330,031024907001000380,29.96
0001331,031024907001100180,53.01
0001332,031024907001100190,53.01
0001333,031024907001100240,88.06
0001334,031024907001200070,30.86
0001335,031024907001200080,30.86
0001336,031024907001200090,30.86
0001337,031024907001200100,33.44
0001338,031024907001300020,88.06
0001339,031024907001300040,102.14
0001340,031024907001400050,45.65
0001341,031024907001400060,45.65
0001342,031024907001400070,53.49
0001343,031024907001400080,53.49
0001344,031024907001400110,88.85
0001345,031024907001400130,30.44
0001346,031024907001400160,45.65
0001347,031024907001400170,45.65
0001348,031024907001400180,46.11
0001349,031024907001400210,30.44
0001351,031024907001400300,30.44
0001352,031024907001400310,53.49
0001353,031024907001400320,53.49
0001354,031024907001400330,58.34
0001355,031024907001400340,58.34
0001356,031024907001400350,53.49
0001357,031024907001400360,53.49
0001358,031024907001400370,30.44
0001359,031024907001400400,30.44
0001361,031024907001400450,30.44
0001362,031024907001400470,53.49
0001363,031024907001400480,53.49
0001364,031024907001400490,30.44
0001366,031024907001400530,88.85
0001367,031024907001400610,83
0001370,031024907001500050,53.01
0001371,031024907001500060,53.01
0001372,031024907001500070,88.06
0001373,031024907001500090,88.06
0001374,031024907001500110,53.01
0001375,031024907001500120,53.01
0001376,031024907001500150,53.01
0001377,031024907001500160,53.01
0001378,031024907001500170,88.06
0001379,031024907001500250,88.06
0001380,031024907001500270,88.06
0001381,031024907001500290,29.96
0001382,031024907001500310,29.96
0001383,031024907001500330,92.88
0001384,031024907001500390,92.88
0001385,031024907001500430,29.96
0001386,031024907001500440,45.16
0001387,031024907001500450,45.16
0001388,031024907001500460,45.63
0001389,031024907001500470,88.06
0001390,031024907001500490,29.96
0001391,031024907001500510,88.06
0001392,031024907001500530,29.96
0001393,031024907001500540,29.96
0001394,031024907001500570,88.06
0001395,031024907001500590,29.96
0001396,031024907001500640,29.96
0001398,031024907001500660,29.96
0001399,031024907001500710,45.16
0001400,031024907001500720,45.16
0001401,031024907001500730,45.63
0001402,031024907001500750,29.96
0001404,031024907001600050,88.06
0001405,031024907001600170,102.62
0001406,031024907001700010,93.4
0001407,031024907001700020,88.06
0001408,031024907001700040,53.01
0001409,031024907001700050,53.01
0001410,031024907001700060,53.01
0001411,031024907001700070,53.01
0001412,031024907001700090,99.35
0001413,031024907001900090,124.28
0001414,031024907001900130,91.19
0001415,031024907001900150,29.96
0001416,031024907001900160,88.06
0001417,031024907001900180,88.06
0001418,031024907001900210,32.49
0001419,031024907002000030,83.75
0001420,031024907002000040,83.75
0001421,031024907002000050,83.75
0001422,031024907002000060,83.75
0001433,031024907002100130,85.01
0001434,031024907002100140,85.01
0001435,031024907002100150,85.01
0001436,031024907002100160,85.36
0001438,031024907002100210,147.73
0001439,031024907002100240,58.02
0001440,031024907002100290,149.34
0001443,031024907002200010,47.7
0001444,031024907002200020,45.16
0001445,031024907002200030,45.63
0001446,031024907002200040,29.96
0001447,031024907002200170,102.89
0001448,031024907002300050,53.01
0001449,031024907002300060,53.01
0001451,031024907002300230,29.96
0001452,031024907002300240,29.96
0001453,031024907002300250,29.96
0001454,031024907002300260,29.96
0001455,031024907002300270,29.96
0001456,031024907002400010,44.26
0001457,031024907002400020,41.01
0001458,031024907002400110,37.54
0001459,031024907002400120,37.17
0001460,031024907002400130,29.96
0001461,031024907002400140,29.96
0001462,031024907002400150,29.96
0001463,031024907002400160,29.96
0001464,031024907002400210,31.06
0001465,031024907002400220,31.06
0001466,031024907002400230,31.06
0001467,031024907002400240,54.1
0001468,031024907002500030,30.51
0001470,031024907002500110,53.01
0001471,031024907002500120,53.01
0001472,031024907002500130,53.01
0001473,031024907002500140,53.01
0001474,031024907002600100,88.06
0001475,031024907002600160,53.01
0001476,031024907002600170,53.01
0001477,031024907002600180,53.01
0001478,031024907002600190,56.86
0001479,031024907002600200,56.86
0001480,031024907002600210,53.01
0001481,031024907002600220,53.01
0001482,031024907002600230,53.01
0001483,031024907002600240,88.06
0001484,031024907002600260,45.16
0001485,031024907002600270,45.16
0001486,031024907002600280,45.63
0001499,031226000001200000,41.3
0001501,031226000001400120,152.32
0001508,031226000003000010,60.23
0001510,031226000004200000,123.33
0001513,031226000005000000,48.21
0001535,031227000000102370,159.12
0001538,031227000000102410,153.63
0001548,031227000000400000,25
0001553,031227000002620001,37.08
0001554,031227000002800001,30.47
0001559,031227000003500001,62.7
0001560,031227000003500002,29.91
0001564,031227000006000001,27.1
0001566,031227182901300210,100.43
0001567,031227182901300320,95.48
0001568,031227182901300340,95.48
0001569,031227182902400050,119.21
0001570,031227182902400160,119.21
0001571,031227182902400190,119.21
0001572,031227182902400220,119.21
0001573,031227182902400240,112.1
0001574,031227182902400250,163.83
0001578,031227182902500310,95.48
0001579,031227182902500320,95.48
0001580,031227182902500330,95.48
0001581,031227182902500360,95.48
0001582,031227182902500370,95.48
0001583,031227182902500380,95.48
0001584,031227182902500390,95.48
0001587,031227490011600010,157.95
0001626,040927000000212470,42.43
0001633,041024492701000040,40.21
0001634,041024492701000050,40.21
