Ra_ItemID	CertNum	Parcel	FaceValue	Bid	Tax Year	IsHomestead	Tax Years Unpaid	Bankruptcy_Flag	Property_Address_1	Property_Address_2	Property_City	Property_Zip
6329585	218	"00989004000"	49.23		2022	0	0	0				     
6328827	235	"09368100250"	161.97		2019	0	0	0				     
6330456	242	"01149032142"	256.49		2017	0	0	0				     
6328835	244	"09386120010"	119		2019	0	0	0				     
6328842	247	"09389120130"	119		2019	0	0	0				     
6328849	249	"09389120150"	119		2019	0	0	0				     
6328856	252	"09391120410"	119		2019	0	0	0				     
6330629	253	"01212001000"	57.63		2021	0	0	0				     
6330455	253	"01149032142"	232.26		2018	0	0	0				     
6331417	255	"01233001000"	63.18		2020	0	0	0				     
6331454	256	"01236001000"	75.97		2020	0	0	0				     
6328866	256	"09391130140"	119		2019	0	0	0				     
6331452	257	"01236001000"	91.13		2016	0	0	0				     
6330458	257	"01149032142"	178.48		2022	0	0	0				     
6331418	258	"01233001000"	58.23		2021	0	0	0				     
6331455	259	"01236001000"	69.68		2021	0	0	0				     
6331415	260	"01233001000"	65.7		2017	0	0	0				     
6331451	261	"01236001000"	83.52		2017	0	0	0				     
6329213	261	"01270004000"	69.45		2016	0	0	0				     
6329215	261	"01270004000"	61.97		2020	0	0	0				     
6329216	262	"01270004000"	57.19		2021	0	0	0				     
6328876	263	"09407160260"	119		2019	0	0	0				     
6328884	264	"09408160300"	119		2019	0	0	0				     
6329212	265	"01270004000"	64.01		2017	0	0	0				     
6328891	266	"09412170040"	116.03		2019	0	0	0				     
6328898	267	"09412170050"	116.03		2019	0	0	0				     
6328905	268	"09412170060"	116.03		2019	0	0	0				     
6328912	269	"09412170070"	116.03		2019	0	0	0				     
6328919	270	"09412170100"	116.03		2019	0	0	0				     
6331419	270	"01233001000"	51.06		2022	0	0	0				     
6331456	271	"01236001000"	60.67		2022	0	0	0				     
6328926	271	"09412170110"	116.03		2019	0	0	0				     
6328937	273	"09414170170"	116.03		2019	0	0	0				     
6328943	274	"09414170180"	116.03		2019	0	0	0				     
6329217	274	"01270004000"	50.15		2022	0	0	0				     
6331414	274	"01233001000"	60.29		2018	0	0	0				     
6331450	276	"01236001000"	76.3		2018	0	0	0				     
6328948	276	"09415170290"	116.03		2019	0	0	0				     
6328955	279	"09415170510"	116.03		2019	0	0	0				     
6329211	279	"01270004000"	58.78		2018	0	0	0				     
6328962	280	"09415170520"	116.03		2019	0	0	0				     
6328969	281	"09415170530"	116.03		2019	0	0	0				     
6328976	282	"09415170540"	116.03		2019	0	0	0				     
6328983	283	"09415170550"	116.03		2019	0	0	0				     
6328990	284	"09415170560"	116.03		2019	0	0	0				     
6328997	285	"09415180110"	116.03		2019	0	0	0				     
6329006	291	"09446100170"	119		2019	0	0	0				     
6329013	297	"09450110290"	119		2019	0	0	0				     
6329020	298	"09451110280"	119		2019	0	0	0				     
6329025	304	"09452130150"	116.03		2019	0	0	0				     
6329029	305	"09453130210"	119		2019	0	0	0				     
6329043	317	"09470070180"	119		2019	0	0	0				     
6329051	321	"09473100090"	119		2019	0	0	0				     
6329058	322	"09473100210"	161.97		2019	0	0	0				     
6329064	323	"09473100230"	161.97		2019	0	0	0				     
6329073	339	"09474130360"	119		2019	0	0	0				     
6329079	341	"09474140200"	119		2019	0	0	0				     
6329082	342	"09474140210"	119		2019	0	0	0				     
6331458	342	"01457600210"	269.86		2022	0	0	0				     
6329087	343	"09474140290"	119		2019	0	0	0				     
6331306	346	"01485860140"	220.8		2022	0	0	0				     
6329094	351	"09474160210"	161.97		2019	0	0	0				     
6329101	358	"09475180160"	119		2019	0	0	0				     
6329108	359	"09475190080"	204.98		2019	0	0	0				     
6329118	364	"09477190190"	116.03		2019	0	0	0				     
6329127	374	"09836000001"	56.74		2019	0	0	0				     
6329133	380	"01965001000"	56.74		2019	0	0	0				     
6329142	384	"11284002000"	29.92		2019	0	7	0				     
6330382	384	"01792001000"	60.77		2020	0	0	0				     
6330383	388	"01792001000"	56.1		2021	0	0	0				     
