RA_ITEMID	ADVNUM	PARCEL	FACEVALUE	BID
6365319	014246	262917-000000-032033	550.82	
6365320	014247	262917-000000-032040	550.82	
6365323	014250	262917-000000-032053	1498.97	
6365326	014253	262917-000000-032071	849.71	
6365327	014254	262917-000000-032073	928.05	
6365329	014256	262917-000000-033005	4438.97	
6365331	014258	262917-000000-034017	904.79	
6365332	014259	262917-000000-034021	885.27	
6365333	014260	262917-000000-041013	706.35	
6365334	014261	262917-000000-041015	1707.68	
6365335	014262	262917-000000-041017	615.17	
6365336	014263	262917-000000-041022	363	
6365339	014266	262917-000000-042001	1171.29	
6365340	014267	262917-000000-042002	1037.43	
6365341	014268	262917-000000-042004	9655.89	
6365342	014269	262917-000000-043019	1462.76	
6365343	014270	262917-000000-043020	899.25	
6365344	014271	262917-000000-043029	1065.59	
6365346	014273	262917-000000-043036	244.55	
6365347	014274	262917-000000-043038	1277.65	
6365349	014276	262917-000000-043052	1087.67	
6365351	014278	262917-000000-043083	1712.34	
6365353	014280	262917-000000-043089	550.82	
6365357	014284	262917-000000-043104	1768.7	
6365358	014285	262917-000000-043106	243.55	
6365359	014286	262917-000000-043107	657.51	
6365360	014287	262917-000000-043114	1476.92	
6365362	014289	262917-000000-043121	1463.28	
6365363	014290	262917-000000-043122	133.64	
6365365	014292	262917-000000-043134	1051.18	
6365367	014294	262917-000000-043142	146.77	
6365369	014296	262917-000000-043156	1445.35	
6365370	014297	262917-000000-043158	394.7	
6365371	014298	262917-000000-044003	603.99	
6365373	014300	262917-000000-044017	640.44	
6365374	014301	262917-000000-044018	307.07	
6365375	014302	262917-000000-044019	307.07	
6365376	014303	262917-689500-017502	550.82	
6365377	014304	262917-689500-017505	753.99	
6365378	014305	262917-689500-017511	644.56	
6365379	014306	262917-689500-017602	7178.25	
6365380	014307	262917-689500-017606	997.8	
6365382	014309	262917-689500-017802	1000.64	
6365384	014311	262917-689500-017806	2627.69	
6365391	014318	262917-689500-018001	1991.35	
6365392	014319	262917-689500-018101	451.56	
6365393	014320	262917-689500-018315	911.16	
6365394	014321	262917-689500-018402	1709.21	
6365395	014322	262917-689500-018411	879.39	
6365396	014323	262917-689500-018412	1637.7	
6365397	014324	262917-689500-018420	1314.67	
6365398	014325	262917-689500-018512	607.18	
6365399	014326	262917-689500-018525	1402.56	
6365400	014327	262917-689500-019202	550.82	
6365401	014328	262917-689500-019206	628.53	
6365402	014329	262917-689500-019208	1108.79	
6365403	014330	262917-689500-019214	5862.12	
6365404	014331	262917-689500-019217	1426.69	
6365405	014332	262917-689800-000010	2338.69	
6365406	014333	262917-689800-000111	1480.86	
6365407	014334	262917-689800-000201	240.18	
6365408	014335	262917-689800-000210	1659.07	
6365410	014337	262917-689910-000020	2098.38	
6365411	014338	262917-689910-000130	616.34	
6365416	014343	262917-689921-000080	1124.07	
6365417	014344	262917-689921-000100	1133.87	
6365418	014345	262917-689921-000180	1145.83	
6365419	014346	262917-689921-000210	1125.8	
6365420	014347	262917-689921-000220	1134.29	
6365422	014349	262917-689921-000310	1268.43	
6365423	014350	262917-689921-000330	666.33	
6365424	014351	262917-689921-000360	1527.94	
6365426	014353	262917-689922-000120	920.35	
6365428	014355	262918-000000-034020	1744.38	
6365431	014358	262918-689950-000110	748.62	
6365432	014359	262918-689950-000130	748.62	
6365434	014361	262918-689950-000610	2282.01	
6365436	014363	262918-689952-000210	2618.85	
6365437	014364	262918-689952-000760	7028.86	
6365440	014367	262918-689953-000350	3098.21	
6365442	014369	262919-000000-011070	37.44	
6365443	014370	262919-000000-011130	37.44	
6365446	014373	262919-000000-014140	37.69	
6365447	014374	262919-000000-014230	37.43	
6365448	014375	262919-000000-014250	37.44	
6365449	014376	262919-000000-014280	37.69	
6365450	014377	262919-000000-021050	39.28	
6365454	014381	262919-000000-023010	37.66	
6365455	014382	262919-000000-023060	37.69	
6365456	014383	262919-000000-023080	37.44	
6365457	014384	262919-000000-023090	37.43	
6365458	014385	262919-000000-023140	37.44	
6365459	014386	262919-000000-023170	37.43	
6365461	014388	262919-000000-023240	37.44	
6365462	014389	262919-000000-023250	37.43	
6365463	014390	262919-000000-023270	37.43	
6365464	014391	262919-000000-032040	37.44	
6365465	014392	262919-000000-032060	39.32	
6365466	014393	262919-000000-032200	37.44	
6365467	014394	262919-000000-032220	37.72	
6365468	014395	262919-000000-032260	39.32	
6365469	014396	262919-000000-041030	39.32	
6365470	014397	262919-000000-041070	39.32	
6365471	014398	262919-000000-041080	37.73	
6365472	014399	262919-000000-041100	39.32	
6365473	014400	262919-000000-041140	39.32	
6365474	014401	262919-000000-041160	37.44	
6365475	014402	262919-000000-041180	37.43	
6365476	014403	262919-000000-042140	39.32	
6365477	014404	262919-000000-044020	37.66	
6365478	014405	262919-000000-044090	37.43	
6365479	014406	262919-000000-044100	37.74	
6365482	014409	262919-000000-044310	37.43	
6365483	014410	262920-000000-012010	1536.34	
6365486	014413	262920-000000-012440	1528.93	
6365487	014414	262920-000000-012500	279.85	
6365490	014417	262920-000000-012690	1984.49	
6365491	014418	262920-000000-012730	177.02	
6365492	014419	262920-000000-012890	1115.5	
6365493	014420	262920-000000-012930	739.15	
6365494	014421	262920-000000-012940	62.08	
6365495	014422	262920-000000-012970	136.06	
6365496	014423	262920-000000-012990	582.6	
6365497	014424	262920-000000-034090	1209.29	
6365499	014426	262920-000000-041040	37.44	
6365504	014431	262920-690000-019629	550.82	
6365505	014432	262920-690000-019909	162.81	
6365506	014433	262920-690000-019917	1464.99	
6365507	014434	262920-690000-021810	1806.53	
6365508	014435	262920-690000-021811	910.88	
6365509	014436	262920-690000-021814	567.29	
6365510	014437	262920-690000-021910	962.14	
6365511	014438	262920-690000-021913	1318.08	
6365512	014439	262920-690000-021914	2789.35	
6365513	014440	262920-690000-022005	684.59	
6365515	014442	262920-690000-022007	1277.41	
6365516	014443	262920-690000-022102	599.81	
6365517	014444	262920-690000-022106	391.31	
6365518	014445	262920-690000-022108	315.73	
6365519	014446	262920-690000-022111	1348.28	
6365521	014448	262920-690000-022115	282.01	
6365522	014449	262920-690000-023806	267.33	
6365523	014450	262920-690000-023809	267.27	
6365531	014458	262920-690000-024804	1339.44	
6365532	014459	262920-690000-024805	567.29	
6365536	014463	262920-690000-024838	1326.13	
6365538	014465	262920-690000-024923	588.69	
6365539	014466	262920-690000-024934	5870.71	
6365540	014467	262921-000000-024020	317.54	
6365541	014468	262921-000000-042010	527.13	
6365542	014469	262921-690500-020004	671.76	
6365543	014470	262921-690500-020011	1081.36	
6365544	014471	262921-690500-020024	550.82	
6365545	014472	262921-690500-020107	1492.55	
6365549	014476	262921-690500-020120	1623.14	
6365550	014477	262921-690500-020215	550.82	
6365552	014479	262921-690500-020223	1294.04	
6365553	014480	262921-690500-020227	166.1	
6365554	014481	262921-690500-021501	1569.04	
6365555	014482	262921-690500-021503	1330.28	
6365556	014483	262921-690500-021504	259.45	
6365558	014485	262921-690500-021506	3033.16	
6365559	014486	262921-690500-021508	357.16	
6365560	014487	262921-690500-021512	264.45	
6365561	014488	262921-690500-021606	550.82	
6365562	014489	262921-690500-021612	3584.48	
6365564	014491	262921-690500-022602	1058.49	
6365565	014492	262921-690500-022701	2641.16	
6365566	014493	262921-690500-023501	1837.19	
6365567	014494	262921-690500-023503	1058.49	
6365568	014495	262921-690500-023504	1053.54	
6365569	014496	262921-690500-023505	139.39	
6365570	014497	262921-690500-023603	49.36	
6365572	014499	262921-690500-023610	1345.56	
6365574	014501	262921-690500-023616	1845.75	
6365575	014502	262921-690500-023620	176.16	
6365576	014503	262921-690500-023626	743.42	
6365579	014506	262921-690500-023637	147.41	
6365580	014507	262921-690500-023638	234.3	
6365582	014509	262921-690500-023705	1097.6	
6365583	014510	262921-690500-023712	67.96	
6365584	014511	262921-690500-023715	1643.7	
6365585	014512	262921-690500-023717	1178.04	
6365586	014513	262921-690500-025007	227.27	
6365587	014514	262921-690500-025011	1802.53	
6365588	014515	262921-690500-025012	1000.33	
6365590	014517	262921-690500-025035	122.4	
6365591	014518	262921-690500-025107	567.29	
6365592	014519	262921-690500-025113	112.35	
6365593	014520	262921-690500-025116	1288.41	
6365596	014523	262921-690500-025204	170.69	
6365597	014524	262921-690500-025212	730.57	
6365598	014525	262921-690500-025304	667.38	
6365599	014526	262921-690500-025309	1322.08	
6365607	014534	262921-690500-026402	1153.07	
6365608	014535	262921-690501-000060	580.98	
6365609	014536	262921-690501-000070	1071.07	
6365610	014537	262921-690502-001090	869.32	
6365614	014541	262921-690502-001240	550.82	
6365618	014545	262921-690502-004780	72.78	
6365619	014546	262921-690502-004800	594.94	
6365620	014547	262921-690502-004870	703.57	
6365622	014549	262921-690503-002310	1080.55	
6365623	014550	262921-690503-002450	1416.14	
6365624	014551	262921-690503-002460	72.78	
6365625	014552	262921-690503-002510	72.78	
6365626	014553	262921-690503-003550	72.78	
6365629	014556	262921-690504-000020	2794.12	
6365630	014557	262921-690504-000040	2324.69	
6365634	014561	262923-690583-000160	3329.16	
6365636	014563	262923-690585-002200	3226.62	
6365637	014564	262923-690585-002810	8605.89	
6365643	014570	262923-690591-000250	1282.5	
6365644	014571	262923-690591-000260	5413.65	
6365645	014572	262924-690595-000580	6074.14	
6365646	014573	262924-690596-000790	10110.73	
6365647	014574	262924-690596-001520	6344.68	
6365648	014575	262924-690596-003270	8758.45	
6365649	014576	262924-690599-007240	10198.13	
6365652	014579	262924-690600-009490	11616.27	
6365653	014580	262928-000000-022050	1005.21	
6365654	014581	262928-000000-024000	2397.12	
6365655	014582	262928-000000-031010	689.74	
6365656	014583	262928-000000-031020	642.79	
6365659	014586	262928-000000-043030	458.95	
6365661	014588	262928-000000-043110	402.22	
6365662	014589	262928-000000-043120	1168.72	
6365664	014591	262928-691000-000150	1695.04	
6365666	014593	262928-691000-000590	1504.4	
6365667	014594	262928-691001-000070	1001.18	
6365670	014597	262928-691001-000360	718.46	
6365671	014598	262928-691001-000450	664.43	
6365676	014603	262928-691004-000220	2693.8	
6365678	014605	262929-000000-011130	1304.8	
6365680	014607	262929-000000-011170	138.83	
6365681	014608	262929-000000-012060	226.38	
6365682	014609	262929-000000-013020	524.45	
6365683	014610	262929-000000-013060	913.66	
6365684	014611	262929-691100-000012	190.45	
6365685	014612	262929-691100-000030	1204.92	
6365686	014613	262929-691100-000060	190.45	
6365687	014614	262929-691100-000070	1339.85	
6365688	014615	262929-691100-000090	1147.49	
6365689	014616	262929-691100-000240	1362.9	
6365690	014617	262929-691101-000040	376.69	
6365691	014618	262929-691101-000060	7618.08	
6365693	014620	262929-691101-000230	1067.9	
6365694	014621	262929-691102-000090	1123.71	
6365697	014624	262930-000000-031060	2140.96	
6365698	014625	262931-000000-012020	2360.62	
6365699	014626	262931-000000-024010	51.19	
6365700	014627	262931-000000-024050	14264.77	
6365701	014628	262931-000000-024460	2082.73	
6365702	014629	262931-000000-024470	59.24	
6365704	014631	262932-000000-034050	151.58	
6365705	014632	262932-000000-034070	151.58	
6365707	014634	262932-000000-034130	427.17	
6365709	014636	262933-000000-014070	4043.77	
6365710	014637	262933-000000-014150	1453.44	
6365711	014638	262933-000000-014290	663.46	
6365712	014639	262933-000000-014370	850.72	
6365713	014640	262933-000000-014440	550.82	
6365715	014642	262933-000000-032070	2070.96	
6365716	014643	262933-000000-032080	2039.95	
6365717	014644	262933-000000-032090	363.46	
6365718	014645	262933-000000-032100	5872.14	
6365719	014646	262933-000000-034050	1395.35	
6365720	014647	262933-000000-041060	1167.17	
6365721	014648	262933-000000-041100	1659.51	
6365723	014650	262933-000000-042150	1429.89	
6365724	014651	262933-691500-001030	1007.66	
6365725	014652	262933-691500-001050	863.54	
6365726	014653	262933-691500-002180	567.29	
6365727	014654	262933-691500-007110	828.83	
6365728	014655	262933-691500-009010	1405.24	
6365729	014656	262933-691500-009100	1192.4	
6365730	014657	262933-691500-009170	59.13	
6365731	014658	262933-691500-010010	1036.74	
6365732	014659	262933-691500-010030	41.38	
6365737	014664	262933-692010-001190	2429.26	
6365739	014666	262933-692011-000610	2049.06	
6365740	014667	262936-000000-014040	1250.97	
6365741	014668	263003-000000-032020	340.38	
6365743	014670	263003-000000-043010	286.36	
6365745	014672	263004-000000-021020	1745.59	
6365748	014675	263005-000000-041030	208.03	
6365749	014676	263005-000000-041140	1584.26	
6365750	014677	263005-000000-043040	1265.22	
6365751	014678	263005-000000-043050	1508.33	
6365752	014679	263005-000000-043100	550.82	
6365753	014680	263005-000000-043150	772.88	
6365754	014681	263005-000000-043160	1589.92	
6365755	014682	263005-000000-043220	225.56	
6365757	014684	263005-000000-044120	583.74	
6365758	014685	263005-000000-044130	218.49	
6365759	014686	263005-000000-044170	2136.94	
6365762	014689	263005-000000-044270	818.8	
6365763	014690	263006-000000-011030	43.74	
6365764	014691	263006-000000-011070	94.4	
6365767	014694	263006-000000-023120	1609.86	
6365768	014695	263006-000000-023170	1980.32	
6365770	014697	263006-000000-031200	964.64	
6365772	014699	263006-000000-032200	1964.58	
6365776	014703	263006-000000-033110	3401.61	
6365779	014706	263006-000000-034090	986.43	
6365780	014707	263006-000000-034120	775.64	
6365781	014708	263006-000000-034400	1664	
6365782	014709	263006-000000-034430	124.79	
6365784	014711	263006-000000-041040	1597.98	
6365785	014712	263006-000000-041190	567.29	
6365786	014713	263006-000000-042120	3110.18	
6365787	014714	263006-000000-042130	2853.24	
6365789	014716	263006-000000-043070	1067.64	
6365790	014717	263006-000000-043130	1061.9	
6365791	014718	263006-000000-043150	963.51	
6365792	014719	263006-000000-043170	986.52	
6365793	014720	263006-000000-043310	934.7	
6365794	014721	263006-000000-043320	1002.69	
6365796	014723	263006-000000-043350	952.61	
6365797	014724	263006-000000-043370	1151.72	
6365798	014725	263006-000000-043380	961.56	
6365801	014728	263006-692940-000230	730.43	
6365802	014729	263006-692940-000240	1176.52	
6365804	014731	263006-692941-000520	1346.9	
6365805	014732	263006-692941-000650	2273.91	
6365806	014733	263006-692941-000690	280.84	
6365808	014735	263006-692941-000720	1602.37	
6365809	014736	263006-692941-000810	1581.22	
6365811	014738	263006-692942-001040	1554.73	
6365812	014739	263006-692942-001070	633.29	
6365814	014741	263006-692942-001470	784.02	
6365817	014744	263007-000000-013060	1351.22	
6365818	014745	263007-000000-013070	989.36	
6365821	014748	263007-000000-014250	2604.77	
6365823	014750	263007-000000-031100	600.91	
6365826	014753	263007-000000-041020	3124.46	
6365832	014759	263008-692970-000060	5970.86	
6365833	014760	263008-692970-000250	6495.25	
6365841	014768	263011-000000-031010	2566.35	
6365842	014769	263011-000000-031040	155.59	
6365844	014771	263013-000000-041020	1192.27	
6365845	014772	263013-000000-041050	1135.96	
6365847	014774	263013-000000-043040	185.6	
6365848	014775	263014-000000-041040	770.24	
6365852	014779	263015-000000-033020	2149.01	
6365853	014780	263015-000000-033050	1386.31	
6365854	014781	263016-000000-013020	636.61	
6365855	014782	263016-000000-031020	127.49	
6365857	014784	263016-693500-001090	3281.22	
6365858	014785	263016-693500-004050	1352.41	
6365859	014786	263016-693500-004070	920	
6365860	014787	263016-693500-008050	441.58	
6365861	014788	263016-693500-008070	3897.3	
6365864	014791	263016-694500-006050	3117.95	
6365865	014792	263016-694500-007010	351.97	
6365866	014793	263016-694500-015090	1516.6	
6365868	014795	263016-694500-016070	3459.6	
6365870	014797	263016-694500-020080	1215.45	
6365872	014799	263016-694500-024034	2815.97	
6365873	014800	263016-694500-024041	1924.13	
6365876	014803	263017-000000-012050	1661.73	
6365877	014804	263017-000000-024010	365.67	
6365879	014806	263017-000000-032030	347.69	
6365880	014807	263017-000000-034050	50.41	
6365881	014808	263017-000000-041030	164.78	
6365882	014809	263017-000000-043030	5380.86	
6365883	014810	263017-000000-043070	1057.5	
6365884	014811	263017-000000-043090	723.21	
6365885	014812	263017-000000-043120	84.8	
6365886	014813	263017-000000-043150	5199.1	
6365887	014814	263017-000000-043180	211.55	
6365888	014815	263017-000000-043260	1554.24	
6365889	014816	263017-000000-043270	2549.18	
6365890	014817	263017-000000-043320	1133.75	
6365891	014818	263017-000000-043330	84.8	
6365892	014819	263017-000000-043350	283.03	
6365893	014820	263017-000000-043380	106.36	
6365894	014821	263017-000000-043390	1022.44	
6365895	014822	263017-000000-043400	85.49	
6365896	014823	263017-000000-043410	106.36	
6365897	014824	263017-695100-000030	1006.87	
6365898	014825	263018-000000-012020	103.6	
6365899	014826	263018-000000-012030	1107.72	
6365901	014828	263018-000000-014040	4758.3	
6365902	014829	263018-000000-021030	1158.92	
6365903	014830	263018-000000-021080	764.76	
6365905	014832	263018-695200-000010	997.87	
6365906	014833	263018-695200-000040	966.85	
6365907	014834	263019-000000-012060	567.29	
6365908	014835	263019-000000-012070	38.67	
6365909	014836	263019-000000-012100	589.63	
6365913	014840	263019-000000-021020	2105.68	
6365914	014841	263019-000000-021080	623.96	
6365916	014843	263019-000000-033010	1885.12	
6365918	014845	263020-000000-013040	41.09	
6365919	014846	263020-000000-021050	410.83	
6365920	014847	263020-000000-023030	1899.87	
6365922	014849	263020-000000-042090	4401.24	
6365924	014851	263021-000000-012100	1239.27	
6365928	014855	263021-000000-023110	2799.8	
6365930	014857	263021-695290-000170	1066.43	
6365931	014858	263021-695290-000260	300.48	
6365932	014859	263021-695290-000390	2255.12	
6365934	014861	263022-000000-012010	91.14	
6365935	014862	263023-000000-021020	73.6	
6365936	014863	263023-000000-024040	925.94	
6365937	014864	263023-000000-034010	2626.62	
6365938	014865	263027-000000-034020	1905.34	
6365943	014870	263032-000000-043030	1442.64	
6365945	014872	263033-000000-014210	39.19	
6365946	014873	263033-000000-022080	38.96	
6365947	014874	263033-000000-022090	39.87	
6365948	014875	263033-000000-022160	86.47	
6365949	014876	263033-000000-022280	39.19	
6365950	014877	263033-000000-022310	39.19	
6365951	014878	263033-000000-023150	39.19	
6365954	014881	263033-000000-024110	39.19	
6365955	014882	263033-000000-024120	40.02	
6365956	014883	263033-000000-024130	39.19	
6365957	014884	263033-000000-024140	39.11	
6365960	014887	263033-000000-032200	39.19	
6365961	014888	263033-000000-032290	39.19	
6365962	014889	263033-000000-033130	39.19	
6365963	014890	263033-000000-033140	39.19	
6365965	014892	263033-000000-034190	39.19	
6365970	014897	263033-000000-042330	1814.31	
6365972	014899	263033-000000-043180	39.19	
6365973	014900	263033-000000-044210	66.09	
6365977	014904	263036-000000-012080	318.06	
6365978	014905	263036-000000-012100	199.88	
6365979	014906	263036-000000-012110	303.84	
6365980	014907	263036-000000-012170	1572.98	
6365981	014908	263036-000000-012190	199.47	
6365983	014910	263036-000000-014030	2090.01	
6365984	014911	263036-000000-014050	183.31	
6365986	014913	263036-000000-014200	1159.84	
6365989	014916	263036-000000-021160	200.39	
6365990	014917	263036-000000-021170	200.39	
6365992	014919	263036-000000-021230	207.75	
6365993	014920	263036-000000-021240	200.39	
6365994	014921	263036-000000-021250	1356.55	
6365995	014922	263036-000000-021310	190.79	
6365996	014923	263036-000000-022110	796.2	
6365998	014925	263036-000000-022160	200.39	
6366003	014930	263036-000000-023230	183.35	
6366005	014932	263036-000000-024160	200.39	
6366006	014933	263101-000000-043010	325.57	
6366007	014934	263101-000000-043020	122.84	
6366008	014935	263101-000000-043040	1311.98	
6366009	014936	263101-695800-000050	3060.81	
6366010	014937	263101-695800-000100	3010.09	
6366012	014939	263102-000000-011090	172.48	
6366013	014940	263102-000000-011100	2350.83	
6366014	014941	263102-000000-011110	191.07	
6366015	014942	263102-000000-023010	889.91	
6366017	014944	263105-000000-032060	39.35	
6366018	014945	263105-000000-033040	929.94	
6366019	014946	263105-000000-033050	550.82	
6366021	014948	263106-000000-044060	55.7	
6366022	014949	263106-000000-044070	55.56	
6366023	014950	263106-000000-044080	53.24	
6366024	014951	263107-000000-021060	1628.5	
6366025	014952	263107-000000-021250	1243.8	
6366026	014953	263107-000000-021310	841.37	
6366028	014955	263107-000000-021350	1012.36	
6366029	014956	263107-000000-021370	164.46	
6366032	014959	263107-000000-022090	1161.98	
6366033	014960	263107-000000-022120	777.22	
6366037	014964	263110-000000-012010	548.34	
6366038	014965	263111-000000-012200	2047.61	
6366041	014968	263111-000000-043030	57.41	
6366043	014970	263111-000000-043070	1094.38	
6366045	014972	263112-000000-034160	3613.61	
6366046	014973	263112-000000-034240	1294.73	
6366049	014976	263113-000000-034060	3025.2	
6366051	014978	263115-000000-024080	1787.66	
6366052	014979	263115-000000-034130	39.44	
6366053	014980	263115-000000-042060	39.85	
6366058	014985	263116-000000-024020	866.54	
6366059	014986	263116-696500-000021	465.26	
6366062	014989	263116-697500-000010	869.37	
6366063	014990	263116-697500-000061	1168.59	
6366064	014991	263116-697500-000062	291.15	
6366065	014992	263116-697500-000070	7998.23	
6366066	014993	263116-697500-000100	1395.09	
6366067	014994	263116-697500-000120	2163.97	
6366068	014995	263116-697500-000140	2506.04	
6366069	014996	263117-000000-033040	223.85	
6366070	014997	263117-000000-033050	2232.73	
6366071	014998	263117-000000-033060	1329.26	
6366073	015000	263117-000000-034030	1926.44	
6366076	015003	263118-000000-011010	1771.05	
6366077	015004	263119-697620-000020	1220.78	
6366080	015007	263120-697650-000072	317.08	
6366083	015010	263120-697651-000430	3668.35	
6366085	015012	263122-000000-031020	1667	
6366089	015016	263124-000000-033010	3782.12	
6366092	015019	263126-000000-011030	505.85	
6366094	015021	263126-000000-011070	83.09	
6366097	015024	263129-697920-000560	573.12	
6366102	015029	263130-697970-000070	1472.03	
6366105	015032	263135-000000-022020	120.32	
6366106	015033	263136-699250-000070	2630.51	
6366107	015034	263136-699250-000110	831.83	
6366108	015035	263136-699250-000120	3791.52	
6366109	015036	263136-699250-000220	1122.46	
6366111	015038	263136-699250-000240	830.54	
6366112	015039	263136-699250-000250	830.54	
6366113	015040	263136-699250-000300	1997.22	
6366114	015041	263136-699250-000310	842.92	
6366115	015042	263136-699250-000320	1872.45	
6366116	015043	263136-699250-000350	655.94	
6366117	015044	263136-699250-000390	237.15	
6366119	015046	263136-699250-000440	240.32	
6366122	015049	263136-699251-000140	668.54	
6366123	015050	263136-699251-000210	975.58	
6366124	015051	263136-699251-000220	838.2	
6366126	015053	263136-699251-000320	721.2	
6366127	015054	263136-699251-000410	243.46	
6366128	015055	263136-699251-000420	245.03	
6366131	015058	263136-699252-000160	887.74	
6366132	015059	263136-699252-000170	1027.77	
6366133	015060	263136-699252-000180	53.24	
6366134	015061	263136-699252-000190	813.19	
6366135	015062	263136-699252-000200	815.1	
6366136	015063	263136-699252-000210	836.33	
6366137	015064	263136-699252-000250	2284.88	
6366138	015065	263136-699252-000260	1464.09	
6366139	015066	263136-699252-000270	799.83	
6366141	015068	263136-699252-000310	838.2	
6366143	015070	263136-699252-000360	2411.59	
6366144	015071	263201-000000-011020	3641.73	
6366145	015072	263201-000000-011050	42.73	
6366146	015073	263201-000000-013040	39.19	
6366147	015074	263201-000000-013060	127.54	
6366148	015075	263201-000000-013120	215.45	
6366149	015076	263201-000000-013130	39.19	
6366150	015077	263201-000000-013200	47.9	
6366151	015078	263201-000000-013220	40.56	
6366152	015079	263201-000000-014010	41.06	
6366153	015080	263201-000000-014060	39.16	
6366154	015081	263201-000000-014080	40.55	
6366156	015083	263201-000000-021040	39.19	
6366157	015084	263201-000000-021050	38.96	
6366158	015085	263201-000000-021070	39.19	
6366159	015086	263201-000000-022060	39.19	
6366160	015087	263201-000000-022070	39.19	
6366161	015088	263201-000000-023030	48.19	
6366162	015089	263201-000000-023050	39.19	
6366163	015090	263201-000000-023060	39.19	
6366164	015091	263201-000000-023080	40.55	
6366165	015092	263201-000000-023090	39.19	
6366166	015093	263201-000000-023120	39.19	
6366168	015095	263201-000000-024130	39.19	
6366169	015096	263201-000000-024160	39.19	
6366170	015097	263201-000000-031120	39.2	
6366171	015098	263201-000000-031190	39.19	
6366172	015099	263201-000000-031200	39.19	
6366173	015100	263201-000000-031210	145.09	
6366174	015101	263201-000000-031240	39.21	
6366175	015102	263201-000000-031250	145.09	
6366176	015103	263201-000000-031260	39.19	
6366177	015104	263201-000000-031270	39.21	
6366178	015105	263201-000000-032030	39.19	
6366179	015106	263201-000000-032110	39.19	
6366180	015107	263201-000000-032170	39.11	
6366181	015108	263201-000000-032180	39.19	
6366182	015109	263201-000000-032200	39.19	
6366183	015110	263201-000000-033080	447.27	
6366184	015111	263201-000000-034010	39.19	
6366185	015112	263201-000000-034080	39.2	
6366186	015113	263201-000000-034090	39.19	
6366187	015114	263201-000000-034110	40.56	
6366188	015115	263201-000000-034180	39.11	
6366189	015116	263201-000000-034190	38.62	
6366190	015117	263201-000000-041010	39.19	
6366191	015118	263201-000000-041040	42.71	
6366192	015119	263201-000000-042010	39.19	
6366193	015120	263201-000000-042090	39.19	
6366194	015121	263201-000000-042120	39.19	
6366195	015122	263201-000000-043030	39.19	
6366196	015123	263201-000000-043040	39.22	
6366197	015124	263201-000000-043050	39.83	
6366198	015125	263201-000000-043110	39.19	
6366199	015126	263201-000000-044050	39.19	
6366200	015127	263201-000000-044070	39.16	
6366201	015128	263202-000000-011010	809.83	
6366202	015129	263202-000000-011110	146.85	
6366203	015130	263202-000000-011280	37.44	
6366204	015131	263202-000000-011310	144.6	
6366205	015132	263202-000000-011330	143.14	
6366206	015133	263202-000000-011340	148.02	
6366207	015134	263202-000000-011370	148.02	
6366208	015135	263202-000000-011400	142.9	
6366209	015136	263202-000000-012010	37.59	
6366210	015137	263202-000000-012130	37.59	
6366211	015138	263202-000000-012150	40.2	
6366212	015139	263202-000000-012170	52.07	
6366213	015140	263202-000000-012180	38.99	
6366214	015141	263202-000000-012190	39.36	
6366215	015142	263202-000000-012260	38.99	
6366216	015143	263202-000000-021070	37.44	
6366217	015144	263206-000000-034020	1204.01	
6366218	015145	263206-000000-034030	257.57	
6366219	015146	263206-000000-034060	204.84	
6366220	015147	263211-000000-012010	319.47	
6366222	015149	263212-000000-011090	39.19	
6366223	015150	263212-000000-012010	38.96	
6366224	015151	263212-000000-012030	39.19	
6366225	015152	263212-000000-012050	39.19	
6366226	015153	263212-000000-012160	39.19	
6366227	015154	263212-000000-013060	39.19	
6366228	015155	263212-000000-021040	38.84	
6366229	015156	263212-000000-021080	39.19	
6366230	015157	263212-000000-021160	39.26	
6366231	015158	263212-000000-022020	39.35	
6366232	015159	263212-000000-022060	39.19	
6366233	015160	263212-000000-022080	39.26	
6366234	015161	263212-000000-023010	438.55	
6366235	015162	263212-000000-024020	39.19	
6366236	015163	263212-000000-024030	39.19	
6366237	015164	263212-000000-024090	39.19	
6366238	015165	263212-000000-024110	39.19	
6366239	015166	263212-000000-024140	200.88	
6366240	015167	263212-000000-042010	107.06	
6366241	015168	263212-000000-043010	382.9	
6366242	015169	263213-000000-011080	39.19	
6366243	015170	263213-000000-013060	39.13	
6366245	015172	263213-000000-013110	39.19	
6366246	015173	263213-000000-021020	225.01	
6366247	015174	263213-000000-021030	1206.14	
6366248	015175	263213-000000-021040	796.66	
6366249	015176	263213-000000-033010	208.38	
6366250	015177	263213-000000-041010	835.96	
6366251	015178	263214-000000-011010	77.01	
6366252	015179	263224-000000-011030	340.73	
6366253	015180	263225-000000-011010	697.57	
6366257	015184	272601-000000-011070	1800.72	
6366258	015185	272601-000000-011090	309.48	
6366259	015186	272601-000000-021010	147.71	
6366260	015187	272601-700500-019030	696.85	
6366263	015190	272601-700501-010140	3680.04	
6366264	015191	272601-700502-000340	5133.09	
6366266	015193	272601-700502-000700	4798.97	
6366267	015194	272601-700502-001270	4469.61	
6366270	015197	272601-700502-001530	4600.61	
6366273	015200	272601-700502-002050	4320.36	
6366275	015202	272601-700502-002270	5094.88	
6366276	015203	272601-700503-002800	4681.71	
6366279	015206	272601-700503-003200	4657.54	
6366281	015208	272601-700503-003250	5590.08	
6366282	015209	272601-700503-003420	3043.85	
6366283	015210	272601-700504-000390	6349.32	
