RA_ITEMID	ADVNUM	PARCEL	FACEVALUE	BID
6358779	007706	252609-000000-031030	39.19	
6358784	007711	252609-000000-031180	39.19	
6358786	007713	252609-000000-031220	48.19	
6358789	007716	252609-000000-032060	48.19	
6358792	007719	252609-000000-033040	37.54	
6358793	007720	252609-000000-033070	39.19	
6358796	007723	252609-000000-033100	39.19	
6358797	007724	252609-000000-033160	39.19	
6358799	007726	252609-000000-033250	50.4	
6358800	007727	252609-000000-034030	35.82	
6358804	007731	252609-000000-041120	39.19	
6358805	007732	252609-000000-041190	39.19	
6358806	007733	252609-000000-043060	270.95	
6358807	007734	252609-000000-043110	83.12	
6358809	007736	252609-000000-043230	76.74	
6358810	007737	252609-000000-043240	125.63	
6358811	007738	252609-000000-043250	214.79	
6358812	007739	252609-000000-043260	136.88	
6358813	007740	252610-000000-011040	39.19	
6358814	007741	252610-000000-011150	39.19	
6358815	007742	252610-000000-011160	40	
6358816	007743	252610-000000-011190	39.19	
6358818	007745	252610-000000-012050	39.19	
6358824	007751	252610-000000-013130	39.19	
6358825	007752	252610-000000-013180	48.19	
6358827	007754	252610-000000-014050	39.19	
6358828	007755	252610-000000-014060	39.19	
6358836	007763	252610-000000-031190	39.19	
6358837	007764	252610-000000-031200	39.19	
6358838	007765	252610-000000-031240	39.19	
6358839	007766	252610-000000-031250	39.19	
6358843	007770	252610-000000-032020	39.19	
6358844	007771	252610-000000-032100	39.19	
6358845	007772	252610-000000-032130	39.19	
6358852	007779	252610-000000-033120	39.19	
6358853	007780	252610-000000-033140	39.19	
6358855	007782	252610-000000-033190	39.19	
6358857	007784	252610-000000-034140	39.19	
6358863	007790	252610-000000-041030	61.61	
6358870	007797	252610-000000-043020	49.72	
6358871	007798	252610-000000-043030	39.19	
6358873	007800	252610-000000-043110	41.16	
6358878	007805	252610-294790-000130	797.99	
6358879	007806	252610-294790-000140	592.88	
6358880	007807	252610-294790-000210	519.83	
6358881	007808	252610-294790-000220	967.66	
6358882	007809	252610-294790-000230	1015.29	
6358887	007814	252613-000000-042050	199.21	
6358888	007815	252613-000000-042110	129.81	
6358889	007816	252613-000000-043020	64.81	
6358890	007817	252613-000000-043060	64.74	
6358893	007820	252615-000000-022040	2691.63	
6358894	007821	252615-000000-042020	1185.86	
6358896	007823	252615-294885-000900	774.26	
6358898	007825	252616-000000-012060	1012.1	
6358900	007827	252616-000000-014060	1843.4	
6358901	007828	252616-000000-021030	105.56	
6358905	007832	252617-000000-013010	5340.14	
6358906	007833	252617-000000-022010	656.27	
6358907	007834	252617-000000-042000	60.72	
6358908	007835	252621-000000-012050	36.2	
6358909	007836	252621-000000-012060	69.73	
6358910	007837	252621-000000-013090	54	
6358912	007839	252621-000000-021040	38.06	
6358913	007840	252621-000000-021050	38.06	
6358914	007841	252621-000000-021060	38.06	
6358917	007844	252621-000000-021210	38.06	
6358918	007845	252621-000000-021220	37.87	
6358920	007847	252621-000000-022070	38.04	
6358927	007854	252621-000000-023200	36.13	
6358929	007856	252621-000000-024100	77.41	
6358930	007857	252621-000000-024130	38.06	
6358931	007858	252621-000000-032160	38.07	
6358932	007859	252621-000000-032180	37.46	
6358933	007860	252621-000000-041300	39.15	
6358934	007861	252621-000000-041310	39.13	
6358935	007862	252621-000000-042200	39.26	
6358936	007863	252621-000000-043020	171.99	
6358937	007864	252621-000000-043060	171.99	
6358940	007867	252622-000000-032020	121.82	
6358941	007868	252622-000000-041030	36.2	
6358942	007869	252622-000000-041050	38.12	
6358943	007870	252622-000000-042040	36.2	
6358944	007871	252622-000000-042050	38.12	
6358945	007872	252622-000000-042070	38.12	
6358946	007873	252622-000000-042080	38.12	
6358947	007874	252622-000000-042100	38.12	
6358948	007875	252622-000000-042110	36.2	
6358949	007876	252622-000000-042160	38.12	
6358950	007877	252622-000000-042190	36.2	
6358952	007879	252622-000000-044060	36.2	
6358953	007880	252622-000000-044070	38.12	
6358954	007881	252623-000000-012020	2770.11	
6358955	007882	252623-000000-013130	1829.53	
6358956	007883	252623-000000-014010	2325.81	
6358957	007884	252623-000000-014020	1649.46	
6358959	007886	252623-000000-022030	980.94	
6358963	007890	252623-000000-031070	143.12	
6358964	007891	252623-000000-032010	747.69	
6358967	007894	252624-000000-012020	64.88	
6358970	007897	252624-000000-021050	65.03	
6358971	007898	252624-000000-022030	62.38	
6358977	007904	252624-000000-044060	65.16	
6358980	007907	252625-000000-012070	64.81	
6358981	007908	252625-000000-013030	64.88	
6358982	007909	252625-000000-013040	64.91	
6358983	007910	252625-000000-024010	64.69	
6358984	007911	252625-000000-034090	64.85	
6358986	007913	252628-000000-012150	38.1	
6358987	007914	252628-000000-012200	38.1	
6358988	007915	252628-000000-013060	38.07	
6358989	007916	252628-000000-013110	38.1	
6358990	007917	252628-000000-023020	50.31	
6358992	007919	252628-000000-031170	38.1	
6358994	007921	252628-000000-033110	41.34	
6358996	007923	252628-000000-034070	1236.37	
6358997	007924	252628-295220-000260	340.71	
6358998	007925	252629-000000-011100	401.46	
6358999	007926	252629-000000-014020	81.96	
6359005	007932	252629-295301-000420	470.69	
6359006	007933	252630-295370-000141	1748.3	
6359007	007934	252630-295370-000400	645.19	
6359010	007937	252630-295370-000500	986.4	
6359011	007938	252630-295370-000540	822.87	
6359012	007939	252631-000000-011010	2432.24	
6359013	007940	252631-000000-011020	1001.47	
6359014	007941	252631-000000-012040	842.84	
6359017	007944	252631-000000-033120	2695.67	
6359019	007946	252631-000000-042090	1373.03	
6359021	007948	252631-000000-043040	911.85	
6359025	007952	252631-295430-000290	2013.69	
6359026	007953	252631-295431-000010	4177.79	
6359029	007956	252631-295431-000300	934.09	
6359030	007957	252631-295431-000380	920.02	
6359031	007958	252631-295432-000010	1036.83	
6359032	007959	252631-295432-000030	670.47	
6359033	007960	252631-295432-000050	2621.73	
6359034	007961	252631-295432-000270	983.12	
6359037	007964	252631-295432-000370	1581.87	
6359038	007965	252631-295432-000510	854.98	
6359039	007966	252631-295432-000530	741.44	
6359042	007969	252632-000000-013030	58.75	
6359043	007970	252632-000000-013050	1185.26	
6359044	007971	252632-000000-023010	12518.22	
6359046	007973	252632-000000-041140	3577.14	
6359047	007974	252632-000000-041200	1398.07	
6359049	007976	252632-000000-041320	2712.09	
6359050	007977	252632-000000-041350	1632.11	
6359051	007978	252632-000000-042090	827.41	
6359052	007979	252632-000000-042380	1216.75	
6359053	007980	252632-000000-042400	1299.88	
6359055	007982	252632-000000-042460	1917.53	
6359057	007984	252632-000000-042690	677.3	
6359061	007988	252632-295500-002090	994.83	
6359062	007989	252632-295500-002110	829.2	
6359063	007990	252632-295500-002130	340.71	
6359064	007991	252632-295500-004040	2542.24	
6359065	007992	252632-295500-006070	1550.3	
6359066	007993	252632-295500-007010	471.78	
6359067	007994	252632-296000-003010	2269.76	
6359070	007997	252632-296000-004210	2678.95	
6359071	007998	252632-296000-005040	285.23	
6359072	007999	252632-296000-005160	579.29	
6359073	008000	252632-296000-006111	761.35	
6359075	008002	252632-296000-009060	850.7	
6359076	008003	252632-296000-009090	2117.63	
6359077	008004	252632-296000-009130	324.24	
6359081	008008	252632-296011-000440	1953.66	
6359082	008009	252632-296011-000450	1243.11	
6359083	008010	252632-296014-001050	363.48	
6359086	008013	252633-296500-002003	69.54	
6359087	008014	252633-296500-002004	43.54	
6359089	008016	252633-296500-004030	1096.99	
6359090	008017	252633-296500-005050	1352.9	
6359091	008018	252633-296500-005100	55.37	
6359093	008020	252633-296500-006030	93.43	
6359095	008022	252633-296500-006230	809.73	
6359096	008023	252633-296500-007010	105.75	
6359097	008024	252633-296500-007040	55.37	
6359098	008025	252633-296500-007050	80.57	
6359099	008026	252633-296500-007240	55.37	
6359100	008027	252633-296500-008060	2358.79	
6359101	008028	252633-296500-009020	550.82	
6359102	008029	252633-296500-038020	663.1	
6359104	008031	252633-296500-042000	102.64	
6359105	008032	252633-296500-044010	175.01	
6359106	008033	252633-296500-044040	1262.45	
6359107	008034	252633-296500-052012	1207.59	
6359108	008035	252633-296500-052110	1361.06	
6359109	008036	252633-296500-052130	551.81	
6359110	008037	252633-296500-062101	2574.42	
6359111	008038	252633-296500-064015	4917.04	
6359112	008039	252633-296500-064024	6383.03	
6359113	008040	252633-296500-064033	3157.98	
6359114	008041	252633-296500-089260	3062.7	
6359115	008042	252633-296500-090120	3391.57	
6359116	008043	252633-296500-091070	10715.9	
6359117	008044	252633-296500-106010	551.75	
6359119	008046	252633-297500-020005	2237.44	
6359120	008047	252633-297500-020009	1201.95	
6359124	008051	252633-297500-117050	1223.01	
6359126	008053	252635-000000-034050	37.82	
6359127	008054	252635-000000-034060	37.85	
6359128	008055	252635-000000-034080	185.37	
6359130	008057	252635-000000-043010	38.99	
6359132	008059	252635-000000-044030	38.99	
6359134	008061	252635-000000-044090	47.77	
6359135	008062	252635-298000-021201	36.48	
6359136	008063	252635-298000-025040	42.78	
6359137	008064	252635-298000-026120	42.78	
6359138	008065	252636-000000-011060	39.15	
6359139	008066	252636-000000-011100	48.09	
6359140	008067	252636-000000-012020	48.12	
6359141	008068	252636-000000-013020	65.99	
6359142	008069	252636-000000-013090	39.15	
6359143	008070	252636-000000-013130	48.09	
6359144	008071	252636-000000-013140	39.15	
6359145	008072	252636-000000-023020	65.92	
6359146	008073	252636-000000-023060	48.09	
6359147	008074	252636-000000-023070	39.15	
6359148	008075	252636-000000-023080	39.15	
6359149	008076	252636-000000-032010	6609.03	
6359151	008078	252701-000000-012040	38.62	
6359152	008079	252701-000000-021010	85.6	
6359153	008080	252701-000000-032040	56.49	
6359155	008082	252702-000000-013020	4249.48	
6359156	008083	252702-000000-031020	623.27	
6359159	008086	252704-298300-000050	4936.14	
6359160	008087	252705-000000-011030	1352.37	
6359162	008089	252705-298330-000042	858.37	
6359163	008090	252705-298330-000200	6828.89	
6359164	008091	252705-298330-000311	912.75	
6359170	008097	252705-298332-002470	3049.3	
6359174	008101	252706-000000-031070	1488.16	
6359175	008102	252706-000000-034010	37.97	
6359176	008103	252706-000000-042010	46.64	
6359177	008104	252706-298340-001300	1043.07	
6359179	008106	252706-298340-002120	680.04	
6359180	008107	252706-298340-002290	1789.61	
6359181	008108	252706-298340-003180	568.08	
6359183	008110	252706-298340-003410	1927.75	
6359185	008112	252706-298340-004280	1522.69	
6359188	008115	252706-298360-001701	2528.32	
6359191	008118	252706-298360-008130	526.74	
6359192	008119	252706-298360-009120	2055.19	
6359194	008121	252706-298360-009210	261.23	
6359195	008122	252706-298361-000010	5403.8	
6359196	008123	252706-298361-000060	669.12	
6359197	008124	252706-298361-000360	2003.05	
6359198	008125	252706-298361-000540	2796.12	
6359199	008126	252706-298361-000890	1012.12	
6359200	008127	252706-298362-000420	2036.36	
6359201	008128	252706-298363-000050	2377.27	
6359203	008130	252706-298366-000491	840.01	
6359206	008133	252707-000000-011080	1398.79	
6359208	008135	252707-298370-000070	872.39	
6359209	008136	252707-298370-000400	2489.19	
6359210	008137	252707-298370-000420	824.94	
6359211	008138	252708-000000-021010	568.88	
6359212	008139	252708-000000-021030	386.01	
6359214	008141	252708-000000-021170	4445.31	
6359215	008142	252708-000000-022030	1268.15	
6359216	008143	252708-000000-022040	972.91	
6359217	008144	252708-000000-022050	2023.95	
6359218	008145	252708-000000-022080	274.36	
6359220	008147	252708-000000-022190	670.9	
6359221	008148	252708-000000-022280	1084.4	
6359222	008149	252708-000000-034010	2214.04	
6359223	008150	252708-000000-034090	3429.12	
6359227	008154	252708-000000-043190	762.01	
6359231	008158	252708-000000-044190	1738.46	
6359232	008159	252708-000000-044330	834.15	
6359234	008161	252708-298375-000140	1289.07	
6359235	008162	252708-298375-000330	1180.33	
6359237	008164	252709-298380-000080	2007.4	
6359240	008167	252709-298383-000680	550.82	
6359241	008168	252710-000000-031020	2569.96	
6359242	008169	252710-000000-032020	75.69	
6359243	008170	252710-000000-032030	1611.39	
6359246	008173	252710-999942-001430	1574.54	
6359247	008174	252712-000000-012030	1500.66	
6359250	008177	252712-000000-012110	307.97	
6359252	008179	252712-000000-013020	307.01	
6359255	008182	252712-000000-032060	48.19	
6359259	008186	252712-000000-034150	39.19	
6359261	008188	252712-000000-042050	48.19	
6359262	008189	252712-000000-043040	48.23	
6359263	008190	252712-000000-043050	48.23	
6359264	008191	252712-000000-043060	48.21	
6359265	008192	252712-000000-043100	48.21	
6359268	008195	252713-000000-014110	66.3	
6359269	008196	252713-000000-014120	48.25	
6359273	008200	252713-000000-024010	39.21	
6359274	008201	252713-000000-024020	39.21	
6359276	008203	252714-000000-034010	170.3	
6359277	008204	252714-000000-042010	61482.07	
6359278	008205	252715-000000-023060	84.62	
6359279	008206	252715-000000-023150	95.51	
6359280	008207	252716-000000-034020	1808.2	
6359288	008215	252716-299002-000350	9744.2	
6359289	008216	252716-299009-001300	1991.28	
6359291	008218	252717-000000-033010	1223.74	
6359292	008219	252717-299100-000022	3058.44	
6359293	008220	252717-299101-000110	1052.07	
6359294	008221	252717-299101-000370	1058.83	
6359295	008222	252720-000000-011010	1692.54	
6359298	008225	252720-000000-012070	5157.02	
6359299	008226	252720-000000-021050	1871.05	
6359301	008228	252720-000000-022020	325.42	
6359304	008231	252721-000000-033090	1556.2	
6359305	008232	252721-000000-034010	1965.29	
6359308	008235	252721-000000-034230	791.51	
6359313	008240	252721-000000-044040	567.29	
6359314	008241	252721-299502-000390	655.28	
6359318	008245	252722-000000-021100	993.86	
6359319	008246	252722-000000-024010	14711.58	
6359320	008247	252722-299751-000030	3736.54	
6359321	008248	252722-299753-000350	4634.33	
6359322	008249	252723-000000-022050	1845.15	
6359323	008250	252723-000000-022080	1522.1	
6359324	008251	252723-000000-022170	1892.16	
6359325	008252	252723-000000-022240	1903.99	
6359326	008253	252723-000000-022260	1878.14	
6359327	008254	252723-000000-022360	1414.41	
6359334	008261	252723-300012-001640	4017.82	
6359336	008263	252724-300500-211201	3228.98	
6359337	008264	252724-300500-211209	1423.37	
6359338	008265	252724-300500-211211	1619	
6359339	008266	252725-300600-005011	4301.61	
6359340	008267	252725-300600-005012	5953.69	
6359342	008269	252725-300600-015051	4644.88	
6359343	008270	252725-300601-000010	1463.33	
6359344	008271	252725-300601-000020	4850.61	
6359346	008273	252726-000000-032170	1533.95	
6359353	008280	252726-300806-000280	3662.85	
6359354	008281	252726-300811-000600	2787.96	
6359355	008282	252726-300814-000460	4528.28	
6359360	008287	252727-301005-000060	987.62	
6359361	008288	252728-000000-014020	2925.67	
6359362	008289	252728-000000-014290	1690.55	
6359364	008291	252728-000000-032370	1338.34	
6359365	008292	252728-000000-032480	2148.58	
6359366	008293	252728-000000-043110	2971.71	
6359369	008296	252728-301100-000160	6431	
6359378	008305	252729-301200-000040	817.07	
6359379	008306	252729-301200-000050	1088.44	
6359382	008309	252729-301201-000261	1564.68	
6359383	008310	252729-301201-000262	2393.8	
6359385	008312	252732-301400-000470	708.51	
6359386	008313	252732-301400-000500	1036.96	
6359389	008316	252733-301500-010502	1768.73	
6359390	008317	252733-301500-010506	345.43	
6359391	008318	252733-301500-010507	1355.88	
6359393	008320	252733-301500-010701	2813.25	
6359396	008323	252733-301900-002070	3078.32	
6359401	008328	252733-302140-000730	2390.19	
6359404	008331	252733-302141-000030	2217.1	
6359405	008332	252733-302141-000060	2269.24	
6359409	008336	252733-302149-000080	3661.86	
6359417	008344	252734-304000-000531	342.24	
6359419	008346	252734-304501-000520	3899.25	
6359421	008348	252734-304504-000110	3816.82	
6359422	008349	252734-304504-000270	574.56	
6359425	008352	252734-304505-001170	1780.16	
6359430	008357	252734-304514-000230	5968.32	
6359432	008359	252735-000000-041020	3498.02	
6359434	008361	252735-000000-041080	5134.48	
6359436	008363	252735-304600-000180	2892.13	
6359437	008364	252735-304600-000310	1930.6	
6359438	008365	252735-305200-003050	560.82	
6359439	008366	252735-305220-000040	1833.77	
6359443	008370	252735-305245-000040	1237.64	
6359444	008371	252735-305245-000140	3225.93	
6359445	008372	252735-305247-000140	1635.76	
6359446	008373	252735-305247-000150	4454.67	
6359449	008376	252735-305249-002270	6697.05	
6359450	008377	252735-305249-006041	1330.43	
6359451	008378	252735-305249-006071	4142.44	
6359452	008379	252735-305249-006082	43.29	
6359454	008381	252735-305250-000010	996.27	
6359456	008383	252735-305252-001630	6537.58	
6359459	008386	252735-305252-002640	7474.38	
6359460	008387	252735-305255-000300	3589.77	
6359461	008388	252735-305255-000660	1122.63	
6359462	008389	252735-305255-000850	3871.85	
6359465	008392	252736-305500-001260	1005.62	
6359466	008393	252736-305500-001350	1518.03	
6359468	008395	252736-305500-003050	1702.22	
6359469	008396	252736-305501-000300	4394	
6359470	008397	252736-305501-000480	7710.09	
6359474	008401	252736-305501-001160	1050.66	
6359475	008402	252736-305501-001170	1301.27	
6359481	008408	252736-305501-002540	1119.68	
6359485	008412	252736-305501-002610	528.91	
6359488	008415	252736-305501-003040	1573.65	
6359497	008424	252801-307100-000050	2948.52	
6359498	008425	252801-307600-002020	2772.4	
6359504	008431	252802-000000-013510	1537.49	
6359505	008432	252802-000000-014020	3856.74	
6359506	008433	252802-000000-014660	67.55	
6359507	008434	252802-000000-021040	225.23	
6359508	008435	252802-000000-021120	717.5	
6359510	008437	252802-308000-001011	5474.28	
6359512	008439	252802-308000-008061	409.93	
6359513	008440	252802-308400-000030	5247.45	
6359514	008441	252802-308400-000150	500.54	
6359517	008444	252802-311530-002505	2593.41	
6359520	008447	252802-311534-001000	2786.21	
6359522	008449	252804-313000-000102	3006.01	
6359523	008450	252804-313000-000107	1052.26	
6359524	008451	252804-313000-000201	4913.98	
6359525	008452	252804-313000-002206	504	
6359526	008453	252804-313000-003802	897.8	
6359527	008454	252804-313000-004603	2509.32	
6359529	008456	252804-313000-009204	2606.41	
6359530	008457	252804-313000-009205	224.61	
6359534	008461	252804-313000-009609	239.58	
6359535	008462	252804-313000-009613	155.7	
6359537	008464	252804-313000-010003	1865.64	
6359540	008467	252804-314500-000060	1130.57	
6359541	008468	252804-314500-000090	570.66	
6359542	008469	252804-314500-000232	525.49	
6359543	008470	252804-314500-000250	574.63	
6359544	008471	252804-314500-000260	3461.21	
6359545	008472	252804-314500-000271	567.29	
6359547	008474	252804-315500-003051	2566.4	
6359548	008475	252804-315500-004082	2127.8	
6359549	008476	252804-315500-004091	2127.8	
6359550	008477	252804-315500-004160	1862.25	
6359551	008478	252804-315700-000160	291.82	
6359555	008482	252804-316300-000070	519.25	
6359556	008483	252804-316500-001130	1551.24	
6359559	008486	252804-316600-000110	2699.97	
6359563	008490	252804-317500-000070	1990.91	
6359566	008493	252804-317500-000680	1074.08	
6359567	008494	252804-318000-001010	1756.95	
6359568	008495	252804-319000-001050	1012.09	
6359569	008496	252804-319000-001060	1051.37	
6359570	008497	252804-319000-002022	1240.18	
6359571	008498	252804-319000-002170	567.29	
6359573	008500	252804-319001-003120	1578.66	
6359574	008501	252804-319001-004150	4236.54	
6359577	008504	252804-319001-005150	1226.69	
6359578	008505	252804-319001-007070	617.27	
6359582	008509	252804-319001-011160	2947.21	
6359585	008512	252804-319001-015110	1606.65	
6359586	008513	252804-319001-015140	1995.45	
6359587	008514	252804-319001-016240	447.81	
6359589	008516	252804-319001-020011	1481.67	
6359590	008517	252804-319001-020012	2483.52	
6359592	008519	252804-319001-023211	1690.86	
6359593	008520	252804-319002-000010	3387.37	
6359599	008526	252805-000000-032100	1654.92	
6359600	008527	252805-000000-041020	830.34	
6359602	008529	252805-000000-044070	1906.43	
6359606	008533	252805-319500-006706	128.2	
6359607	008534	252805-319500-006708	550.82	
6359608	008535	252805-319500-008311	722.09	
6359609	008536	252806-000000-012060	785.37	
6359611	008538	252806-000000-014120	1583.58	
6359612	008539	252806-000000-014150	1301.08	
6359613	008540	252806-000000-021010	2023.24	
6359614	008541	252806-000000-021150	2509.35	
6359615	008542	252806-000000-021200	294.11	
6359616	008543	252806-000000-021240	2675.71	
6359617	008544	252806-000000-021250	338.89	
6359622	008549	252806-000000-023380	550.82	
6359623	008550	252806-000000-024040	2528.99	
6359624	008551	252806-000000-024070	1734.4	
6359625	008552	252806-000000-024080	1417.69	
6359626	008553	252806-000000-024160	3119.69	
6359627	008554	252806-000000-024180	595.06	
6359629	008556	252806-000000-024220	608.44	
6359630	008557	252806-000000-024260	1187.2	
6359633	008560	252806-000000-024340	2651.85	
6359634	008561	252806-000000-024360	1212.83	
6359635	008562	252806-000000-024390	43.46	
6359636	008563	252806-000000-024460	987.33	
6359638	008565	252806-000000-041150	190.97	
6359639	008566	252806-000000-041180	567.29	
6359641	008568	252806-000000-044140	1931.84	
6359642	008569	252806-000000-044150	39.2	
6359644	008571	252806-320000-001080	66.17	
6359645	008572	252806-320000-001090	52.92	
6359646	008573	252806-320001-000060	1706.78	
6359647	008574	252807-000000-011060	642.11	
6359648	008575	252807-000000-011090	1014.46	
6359649	008576	252807-000000-011160	1991.75	
6359650	008577	252807-000000-013070	148.61	
6359651	008578	252807-000000-013120	2231.93	
6359653	008580	252807-000000-013330	984.76	
6359657	008584	252807-320300-001061	340.71	
6359660	008587	252807-320300-003090	36.19	
6359665	008592	252807-320300-006011	6101.42	
6359666	008593	252807-320300-006071	1055.25	
6359667	008594	252807-320300-006090	119.68	
6359669	008596	252807-320300-007330	129.15	
6359670	008597	252807-320300-007380	130.21	
6359671	008598	252807-320300-007420	155.07	
6359672	008599	252807-320300-008131	1773.39	
6359673	008600	252807-320300-008160	302.7	
6359674	008601	252807-320300-008311	217.99	
6359676	008603	252807-320300-009013	282.63	
6359679	008606	252807-320300-009221	1012.98	
6359680	008607	252807-320300-009330	617.15	
6359681	008608	252807-320300-009350	1045.16	
6359682	008609	252807-320300-010041	145.76	
6359683	008610	252807-320300-010071	1441.46	
6359684	008611	252807-320300-010091	755.23	
6359686	008613	252807-320301-000100	1703.19	
6359687	008614	252807-320301-000170	595.69	
6359688	008615	252807-320301-000180	2147.58	
6359689	008616	252807-320301-000210	1346.8	
6359690	008617	252808-000000-022030	1962.05	
6359691	008618	252808-000000-022050	10692.79	
6359693	008620	252809-000000-021040	844.37	
6359694	008621	252809-000000-021070	1094.25	
6359695	008622	252809-000000-021140	8524.02	
6359696	008623	252809-000000-021200	1087.46	
6359697	008624	252809-000000-021290	6535.71	
6359701	008628	252809-000000-031140	2218.76	
6359705	008632	252809-320500-000092	1186.23	
6359710	008637	252809-320600-002010	739.46	
6359712	008639	252809-320600-003040	745.28	
6359715	008642	252809-320600-003080	1060.58	
6359719	008646	252809-320900-002130	2194.62	
6359720	008647	252809-321000-000010	2333.52	
6359721	008648	252809-321000-000020	413.08	
6359722	008649	252809-321000-000110	3226.38	
6359723	008650	252809-321200-000106	38.42	
6359724	008651	252809-321320-001010	2465.85	
6359725	008652	252809-321320-001110	629.46	
6359726	008653	252809-321320-001260	2823.69	
6359727	008654	252809-321320-003070	2731.4	
6359728	008655	252809-321320-004110	2889.6	
6359729	008656	252809-321330-002070	4364.22	
6359730	008657	252809-321330-002090	1622.34	
6359735	008662	252809-321360-003140	2170.34	
6359736	008663	252809-321360-004043	146.27	
6359737	008664	252809-321371-000170	428.87	
6359738	008665	252809-321374-000010	687.98	
6359739	008666	252809-321374-000020	760.25	
6359740	008667	252809-321374-000030	801.83	
6359741	008668	252809-321374-000040	220.36	
6359742	008669	252809-321374-000120	36.18	
6359743	008670	252809-321374-000140	473.54	
6359744	008671	252810-000000-023030	1462.96	
6359746	008673	252810-000000-043490	1302.87	
6359747	008674	252810-000000-043520	1107.99	
6359748	008675	252810-000000-043710	57.23	
6359749	008676	252810-000000-043780	629.16	
6359751	008678	252810-000000-044090	631.66	
6359753	008680	252810-000000-044440	1260.06	
6359754	008681	252810-000000-044460	567.29	
6359755	008682	252810-000000-044560	567.29	
6359759	008686	252810-323500-000281	2813.3	
6359760	008687	252810-323500-000330	624.66	
6359761	008688	252810-323500-000680	3991.55	
6359762	008689	252810-323700-000040	1157.15	
6359763	008690	252810-323700-000060	1133.69	
6359764	008691	252810-323700-000090	153.64	
6359766	008693	252810-325000-000054	4490.51	
6359767	008694	252810-325500-000140	2572.36	
6359769	008696	252810-325500-000300	2667.21	
6359772	008699	252810-326000-003012	1738.06	
6359774	008701	252810-326500-005030	1481.53	
6359775	008702	252810-326500-005100	1517.31	
6359776	008703	252810-327000-000110	1364.73	
6359778	008705	252810-327000-000220	1077.91	
6359780	008707	252810-328000-002161	2968.92	
6359781	008708	252810-328700-001090	3264.19	
6359784	008711	252810-329300-000232	194.57	
6359785	008712	252810-329300-000233	8717.46	
6359786	008713	252810-329400-000010	2210.22	
6359787	008714	252810-329400-000140	1837.11	
6359788	008715	252810-330000-002090	235.16	
6359789	008716	252810-330000-002110	235.16	
6359790	008717	252810-330000-002130	1779.27	
6359792	008719	252810-330500-002080	3754.58	
6359794	008721	252810-330500-002121	1971.64	
6359795	008722	252810-330500-002150	421.27	
6359800	008727	252811-000000-011300	1320.28	
6359804	008731	252811-000000-011570	66.51	
6359805	008732	252811-000000-011620	10555.5	
6359806	008733	252811-000000-011650	58.29	
6359809	008736	252811-000000-022010	2982	
6359813	008740	252811-000000-022520	281.57	
6359814	008741	252811-000000-022530	52.21	
6359815	008742	252811-000000-022540	41.06	
6359816	008743	252811-000000-022550	756.47	
6359817	008744	252811-000000-022560	6417.72	
6359824	008751	252811-000000-023050	2616.13	
6359826	008753	252811-000000-023055	924.28	
6359828	008755	252811-000000-023058	519.67	
6359829	008756	252811-000000-023059	424.63	
6359830	008757	252811-000000-023084	983.59	
6359831	008758	252811-000000-023085	1008.96	
6359833	008760	252811-000000-023096	542.78	
6359838	008765	252811-000000-023140	1925.87	
6359841	008768	252811-000000-023153	803.19	
6359842	008769	252811-000000-023155	872.33	
6359846	008773	252811-331500-008123	2621.96	
6359847	008774	252811-331500-009034	3887.09	
6359849	008776	252811-331500-013022	1688.98	
6359858	008785	252811-332500-001231	1828.47	
6359859	008786	252811-334000-000152	1685.72	
6359861	008788	252811-334400-000120	1490.05	
6359862	008789	252811-334600-000810	411.11	
6359863	008790	252811-334600-000880	1660.97	
6359864	008791	252811-334600-001260	640.55	
6359866	008793	252811-334800-000271	1845.91	
6359868	008795	252811-334800-000580	531.28	
6359869	008796	252811-334800-000640	1248.06	
6359870	008797	252811-335300-001490	1320.2	
6359871	008798	252811-335300-001540	550.79	
6359872	008799	252811-335300-001570	2131.22	
6359875	008802	252811-335300-001870	2129.39	
6359879	008806	252811-336500-001100	4292.45	
6359880	008807	252811-336500-002020	1379.99	
6359881	008808	252811-336500-002060	1631.5	
6359884	008811	252811-336500-002180	440.94	
6359885	008812	252811-336500-007060	1864.95	
6359886	008813	252811-336500-007090	1599.07	
6359890	008817	252811-336500-010190	1083.51	
6359892	008819	252811-336500-013080	1869.38	
6359893	008820	252811-336500-014050	1066.76	
6359894	008821	252811-336500-014060	1077.85	
6359895	008822	252811-336500-014170	1276.26	
6359898	008825	252811-336500-016140	1546.4	
6359899	008826	252811-336500-016190	3413.51	
6359903	008830	252811-336500-018180	1733.31	
6359905	008832	252811-336500-021070	330.78	
6359906	008833	252811-336500-021080	1293.65	
6359907	008834	252811-336500-022050	686.64	
6359908	008835	252811-336500-022070	1099.53	
6359909	008836	252811-336500-022080	296.19	
6359910	008837	252811-336500-023090	1537.6	
6359911	008838	252811-336500-023102	1314.29	
6359913	008840	252811-336500-023160	6491.2	
6359914	008841	252811-336500-024010	1117.92	
6359915	008842	252811-336500-024110	3316.05	
6359916	008843	252811-336500-024200	2556.26	
6359917	008844	252811-336500-025080	1667.35	
6359919	008846	252811-336500-026150	1266.41	
6359922	008849	252811-336500-027050	2089.67	
6359925	008852	252811-336500-027180	536.16	
6359926	008853	252811-336500-028060	1386.23	
6359928	008855	252811-336500-028130	401.41	
6359929	008856	252811-336500-028170	1199.3	
6359930	008857	252811-336500-029030	1943.81	
