AdvNum,Parcel,Face Amount
0017065,272726-758516-016070,99.78
0017066,272726-758516-121010,99.78
0017067,272726-758516-121020,99.78
0017068,272726-758516-121030,99.78
0017069,272726-758516-121040,99.78
0017070,272726-758516-121050,99.78
0017071,272726-758516-121060,99.78
0017072,272726-758516-121070,99.78
0017073,272726-758516-121080,99.78
0017074,272726-758516-121090,99.78
0017075,272726-758516-121100,99.78
0017076,272726-758516-121110,99.78
0017077,272726-758516-121120,99.74
0017086,272727-000000-033190,50.88
0017112,272728-764500-000010,571.69
0017114,272728-764500-000012,668.3
0017115,272728-764500-000013,679.06
0017116,272728-764500-000014,750.14
0017118,272728-765500-002071,374.87
0017121,272728-766000-094180,408.67
0017137,272728-768500-000720,90.54
0017151,272728-770000-001082,407.55
0017196,272729-777000-001101,46.94
0017197,272729-777000-001111,506.71
0017210,272729-782000-005161,172.96
0017257,272729-783000-089040,457.97
0017272,272729-788000-000010,148.49
0017273,272729-788000-000020,109.2
0017275,272729-788000-000050,96.31
0017276,272729-788000-000100,321.45
0017279,272729-788000-000360,102.74
0017287,272729-790800-000110,97.25
0017299,272730-790900-010011,143.45
0017314,272730-793000-002110,97.25
0017318,272730-793000-004151,81.23
0017327,272730-794000-004092,88.8
0017352,272732-000000-042020,165.95
0017368,272732-804501-000142,97.25
0017369,272732-804501-000280,97.25
0017437,272733-804730-000040,86.9
0017459,272734-000000-023250,412.88
0017488,272804-812000-002010,444.11
0017543,272809-000000-024240,183.59
0017544,272809-000000-024270,183.46
0017556,272809-822000-030302,71.08
0017578,272809-822000-070206,44.8
0017590,272809-822000-080401,845.85
0017591,272809-822000-080402,234.68
0017732,272821-834500-000022,45.66
0017733,272821-834510-002260,80.13
0017735,272821-834512-000121,80.13
0017766,272823-000000-022210,45.97
0017839,272828-844000-011010,122.5
0017857,272828-844500-002050,145.87
0017874,272829-000000-022020,78.96
0017930,272834-853000-000132,578.06
0017944,272836-000000-022160,58.03
0017992,272904-855000-006021,124.64
0018053,272908-000000-014010,325.92
0018055,272908-000000-022050,280.26
0018064,272909-000000-013160,803.11
0018071,272909-000000-013630,87
0018081,272909-857300-000090,152.74
0018093,272909-857800-000230,126.45
0018097,272909-857800-000320,121.69
0018098,272909-858000-003010,82.01
0018099,272909-858000-003020,74.95
0018193,272918-865152-002690,209.16
0018240,272932-871500-001310,3358.03
0018253,272934-000000-021290,136.26
0018282,272934-873000-001050,148.53
0018317,272934-875300-001412,57.95
0018343,272935-879000-001170,94.51
0018369,272935-879000-007181,135
0018374,272935-879500-012040,178.79
0018375,272935-879500-012150,369.95
0018380,272935-880000-001120,751.76
0018382,272935-880000-002100,142.9
0018385,272935-880000-005110,144.41
0018386,272935-880000-005120,391.94
0018416,273001-881500-000442,45.03
0018512,273002-899000-013120,76.89
0018516,273002-900500-001030,1919.67
0018545,273002-906000-001151,266.05
0018552,273002-906000-004022,89.35
0018561,273002-907000-001322,455.26
0018611,273003-910500-001070,170.27
0018612,273003-910500-001080,231.41
0018644,273004-912000-003151,105.5
0018650,273006-000000-034040,304.73
0018665,273011-000000-023010,88.68
0018700,273011-917510-005120,120.81
0018710,273012-918500-001033,48.07
0018728,273012-924500-000120,210.4
0018752,273014-927030-000430,688.99
0018759,273014-927043-000020,111.31
0018760,273014-927043-000030,111.31
0018761,273014-927043-000040,111.31
0018762,273014-927043-000050,111.31
0018763,273014-927043-000060,111.31
0018764,273014-927043-000070,111.31
0018765,273014-927043-000080,111.31
0018766,273014-927043-000090,111.31
0018767,273014-927043-000100,111.31
0018768,273014-927043-000110,111.31
0018769,273014-927043-000120,111.31
0018770,273014-927043-000130,111.31
0018771,273014-927043-000140,111.31
0018772,273014-927043-000150,111.31
0018773,273014-927043-000160,111.31
0018774,273014-927043-000170,111.31
0018775,273014-927043-000180,111.31
0018776,273014-927043-000190,111.31
0018777,273014-927043-000200,111.31
0018778,273014-927043-000210,111.31
0018779,273014-927043-000220,111.31
0018780,273014-927043-000230,111.31
0018781,273014-927043-000240,111.31
0018782,273014-927043-000250,111.31
0018783,273014-927043-000260,111.31
0018784,273014-927043-000270,111.31
0018785,273014-927043-000280,111.31
0018786,273014-927043-000290,111.31
0018787,273014-927043-000300,111.31
0018788,273014-927043-000310,111.31
0018789,273014-927043-000320,111.31
0018790,273014-927043-000330,111.31
0018791,273014-927043-000340,111.31
0018792,273014-927043-000350,111.31
0018793,273014-927043-000360,111.31
0018794,273014-927043-000370,111.31
0018795,273014-927043-000380,111.31
0018796,273014-927043-000390,111.31
0018797,273014-927043-000400,111.31
0018798,273014-927043-000410,111.31
0018799,273014-927043-000420,111.31
0018800,273014-927043-000430,111.31
0018801,273014-927043-000440,111.31
0018802,273014-927043-000450,111.31
0018803,273014-927043-000460,111.31
0018804,273014-927043-000470,111.31
0018805,273014-927043-000480,111.31
0018806,273014-927043-000490,111.31
0018807,273014-927043-000500,111.31
0018808,273014-927043-000510,111.31
0018809,273014-927043-000520,111.31
0018810,273014-927043-000530,111.31
0018811,273014-927043-000540,111.31
0018812,273014-927043-000550,111.31
0018813,273014-927043-000560,111.31
0018814,273014-927043-000570,111.31
0018815,273014-927043-000580,111.31
0018816,273014-927043-000590,111.31
0018817,273014-927043-000600,111.31
0018818,273014-927043-000610,111.31
0018819,273014-927043-000620,111.31
0018820,273014-927043-000630,111.31
0018821,273014-927043-000640,111.31
0018822,273014-927043-000650,111.31
0018823,273014-927043-000660,111.31
0018824,273014-927043-000670,111.31
0018825,273014-927043-000680,111.31
0018826,273014-927043-000690,111.31
0018827,273014-927043-000700,111.31
0018828,273014-927043-000710,111.31
0018829,273014-927043-000720,111.31
0018830,273014-927043-000730,111.31
0018831,273014-927043-000740,111.31
0018832,273014-927043-000750,111.31
0018833,273014-927043-000760,111.31
0018834,273014-927043-000770,111.31
0018835,273014-927043-000780,111.31
0018836,273014-927043-000790,111.31
0018837,273014-927043-000800,111.31
0018838,273014-927043-000810,111.31
0018839,273014-927043-001420,111.31
0018840,273014-927043-001430,111.31
0018841,273014-927043-001440,111.31
0018842,273014-927043-001450,111.31
0018843,273014-927043-001520,111.31
0018844,273014-927043-001530,111.31
0018845,273014-927043-001540,111.31
0018846,273014-927043-001550,111.31
0018847,273014-927043-001620,111.31
0018848,273014-927043-001630,111.31
0018849,273014-927043-001640,111.31
0018850,273014-927043-001650,111.31
0018851,273014-927043-001660,111.31
0018852,273014-927043-001670,111.31
0018853,273014-927043-001680,111.31
0018854,273014-927043-001690,111.31
0018855,273014-927043-001700,111.31
0018856,273014-927043-001710,111.31
0018857,273014-927043-001720,111.31
0018858,273014-927043-001730,111.31
0018859,273014-927043-001740,111.31
0018860,273014-927043-001750,111.31
0018861,273014-927043-001760,111.31
0018862,273014-927043-001770,111.31
0018863,273014-927043-001780,111.31
0018864,273014-927043-001790,111.31
0018865,273014-927043-001800,111.31
0018866,273014-927043-001810,111.31
0018867,273014-927043-002430,111.31
0018868,273014-927043-002440,111.31
0018869,273014-927043-002450,111.31
0018870,273014-927043-002460,111.31
0018871,273014-927043-002470,111.31
0018872,273014-927043-002480,111.31
0018873,273014-927043-002490,111.31
0018874,273014-927043-002500,111.31
0018875,273014-927043-002510,111.31
0018876,273014-927043-002520,111.31
0018877,273014-927043-002530,111.31
0018878,273014-927043-002540,111.31
0018879,273014-927043-002550,111.31
0018880,273014-927043-002560,111.31
0018881,273014-927043-002570,111.31
0018882,273014-927043-002580,111.31
0018883,273014-927043-002590,111.31
0018884,273014-927043-002600,111.31
0018885,273014-927043-002610,111.31
0018886,273014-927043-002620,111.31
0018887,273014-927043-002630,111.31
0018888,273014-927043-002640,111.31
0018889,273014-927043-002650,111.31
0018890,273014-927043-002660,111.31
0018891,273014-927043-002670,111.31
0018892,273014-927043-002680,111.31
0018893,273014-927043-002690,111.31
0018894,273014-927043-002700,111.31
0018895,273014-927043-002710,111.31
0018896,273014-927043-002720,111.31
0018897,273014-927043-002730,111.31
0018898,273014-927043-002740,111.31
0018899,273014-927043-002750,111.31
0018900,273014-927043-002760,111.31
0018901,273014-927043-002770,111.31
0018902,273014-927043-002780,111.31
0018903,273014-927043-002790,111.31
0018904,273014-927043-002800,111.31
0018905,273014-927043-002810,111.31
0018906,273014-927043-002830,111.31
0018907,273014-927043-002840,111.31
0018908,273014-927043-002850,111.31
0018909,273014-927043-002860,111.31
0018910,273014-927043-002870,111.31
0018911,273014-927043-002880,111.31
0018912,273014-927043-002890,111.31
0018913,273014-927043-002900,111.31
0018914,273014-927043-002910,111.31
0018915,273014-927043-002920,111.31
0018916,273014-927043-002930,111.31
0018917,273014-927043-002940,111.31
0018918,273014-927043-002950,111.31
0018919,273014-927043-002960,111.31
0018920,273014-927043-002970,111.31
0018921,273014-927043-002980,111.31
0018922,273014-927043-002990,111.31
0018923,273014-927043-003000,111.31
0018924,273014-927043-003010,111.31
0018925,273014-927043-003020,111.31
0018926,273014-927043-003030,111.31
0018927,273014-927043-003040,111.31
0018928,273014-927043-003050,111.31
0018929,273014-927043-003060,111.31
0018930,273014-927043-003070,111.31
0018931,273014-927043-003080,111.31
0018932,273014-927043-003090,111.31
0018933,273014-927043-003100,111.31
0018934,273014-927043-003110,111.31
0018935,273014-927043-003120,111.31
0018936,273014-927043-003130,111.31
0018937,273014-927043-003140,111.31
0018938,273014-927043-003150,111.31
0018939,273014-927043-003160,111.31
0018940,273014-927043-003170,111.31
0018941,273014-927043-003180,111.31
0018942,273014-927043-003190,111.31
0018943,273014-927043-003200,111.31
0018944,273014-927043-003210,111.31
0018945,273014-927043-003220,111.31
0018946,273014-927043-003230,111.31
0018947,273014-927043-003240,111.31
0018948,273014-927043-003250,111.31
0018949,273014-927043-003260,111.31
0018950,273014-927043-003270,111.31
0018951,273014-927043-003280,111.31
0018952,273014-927043-003290,111.31
0018953,273014-927043-003300,111.31
0018954,273014-927043-003310,111.31
0018955,273014-927043-003320,111.31
0018956,273014-927043-003330,111.31
0018957,273014-927043-003340,111.31
0018958,273014-927043-003350,111.31
0018959,273014-927043-003360,111.31
0018960,273014-927043-003370,111.31
0018961,273014-927043-003380,111.31
0018962,273014-927043-003390,111.31
0018963,273014-927043-003400,111.31
0018964,273014-927043-003410,111.31
0018965,273014-927043-003420,111.31
0018966,273014-927043-003430,111.31
0018967,273014-927043-003440,111.31
0018968,273014-927043-003450,111.31
0018969,273014-927043-003460,111.31
0018970,273014-927043-003470,111.31
0018971,273014-927043-003480,111.31
0018972,273014-927043-003490,111.31
0018973,273014-927043-003500,111.31
0018974,273014-927043-003510,111.31
0018975,273014-927043-003520,111.31
0018976,273014-927043-003530,111.31
0018977,273014-927043-003540,111.31
0018978,273014-927043-003550,111.31
0018979,273014-927043-003560,111.31
0018980,273014-927043-003570,111.31
0018981,273014-927043-003580,111.31
0018982,273014-927043-003590,111.31
0018983,273014-927043-003600,111.31
0018984,273014-927043-003610,111.31
0018985,273014-927043-003620,111.31
0019018,273026-927300-002170,3041.36
0019061,273031-000000-012230,929.3
0019069,273031-000000-022080,4683.93
0019184,273035-928600-004100,152.49
0019190,273035-928600-007570,118.11
0019191,273035-928600-010620,69.57
0019200,273116-000000-022050,39.62
0019273,273123-929600-060392,69.26
0019274,273123-929600-060411,69.26
0019276,273123-929600-061287,71.29
0019303,273126-929751-000140,58.23
0019304,273126-929751-000150,58.24
0019366,273135-930500-009070,65.81
0019375,273136-000000-041200,81.47
0019393,273201-000000-021280,117.76
0019395,273201-000000-022010,147.92
0019403,273201-931501-000150,1070.15
0019426,273202-932000-004220,98.2
0019428,273202-932000-005221,90.75
0019429,273202-932000-006080,64.73
0019430,273202-932000-006090,86.61
0019442,273202-932000-021040,61.18
0019443,273202-932000-021060,61.17
0019450,273202-932000-026190,72.85
0019456,273202-932000-031150,62.7
0019712,273225-000000-043010,39.46
0019735,282606-000000-042090,1024.17
0019741,282606-000000-043220,142.67
0019744,282606-000000-044160,40.87
0019747,282606-932800-001051,86.38
0019749,282606-932800-002011,80.63
0019765,282606-932800-006102,835.6
0019766,282606-932800-007010,97.8
0019768,282617-000000-033030,132.62
0019796,282707-000000-013040,44.8
0019798,282707-000000-013160,37.41
0019799,282707-000000-031050,44.51
0019800,282707-000000-031060,39.16
0020034,282727-000000-041010,39.27
0020047,282730-000000-034090,204.91
0020656,282806-934960-031260,337.02
0020712,282808-935223-000270,185.24
0020713,282808-935223-000280,185.24
0020714,282808-935223-000290,185.24
0020715,282808-935223-000300,185.24
0020716,282808-935223-000310,185.24
0020719,282808-935223-000650,173.34
0020720,282808-935223-000660,173.34
0020721,282808-935223-000670,173.34
0020722,282808-935223-000680,173.34
0020723,282808-935223-000690,173.34
0020726,282808-935223-000720,173.34
0020727,282808-935223-000730,173.34
0020728,282808-935223-000740,173.34
0020729,282808-935223-000750,173.34
0020966,282815-935362-004250,244.73
0021117,282829-935900-000512,107.32
0021119,282829-935910-000011,94.16
0021120,282829-935910-000142,109.18
0021121,282829-935910-000201,94.16
0021184,282830-000000-012040,38.37
0021186,282830-000000-012070,87.84
0021187,282830-000000-012160,38.38
0021190,282830-000000-014010,38.38
0021192,282830-000000-021050,178.05
0021194,282830-000000-021070,176.92
0021195,282830-000000-021080,178.08
0021198,282830-000000-032040,38.37
0021199,282830-000000-032050,40.02
0021226,282902-000000-013050,38.98
0021227,282902-000000-021020,38.94
0021261,282905-936610-019020,81.37
0021309,282908-000000-043038,867.74
0021310,282908-000000-043039,84.98
0021313,282908-000000-044004,65.64
0021342,282908-936670-000297,161.81
0021478,282930-937640-022607,87.57
0021481,282930-937640-022618,123.4
0021484,282930-937640-022630,139.42
0021485,282930-937640-022634,160.83
0021490,282931-937680-010208,3536.03
0021504,282932-937720-020201,96.26
0021572,283003-000000-042010,67.69
0021575,283003-000000-042130,38.84
0021577,283003-000000-042170,53.65
0021578,283003-000000-042200,99.41
0021583,283004-000000-022070,37.76
0021607,283005-000000-012010,36.13
0021608,283005-000000-013010,182.47
0021611,283005-000000-022020,99.41
0021612,283005-000000-032010,37.22
0021635,283006-000000-021090,76.59
0021693,283007-940854-001420,349.79
0021694,283007-940854-001430,349.79
0021697,283007-940854-001530,349.79
0021700,283007-940854-001610,136.72
0021720,283008-941000-003102,64.04
0021758,283008-941100-022100,15512.98
0021775,283012-944200-016540,84.6
0021778,283012-944200-019020,46.3
0021825,283018-000000-022120,99.83
0021920,283027-000000-044120,108.76
0021929,283028-000000-023620,39.32
0021934,283028-000000-024380,146
0022048,283033-955600-007150,127.16
0022049,283033-955600-013191,54.67
0022055,283033-955600-025010,188.34
0022056,283033-955600-025020,194.24
0022057,283033-955600-025030,198.1
0022058,283033-955600-025040,200.95
0022059,283033-955600-025050,202.82
0022060,283033-955600-025060,203.73
0022061,283033-955600-025070,203.76
0022062,283033-955600-025080,203
0022063,283033-955600-025090,200.64
0022064,283033-955600-025100,198.93
0022097,283034-000000-021080,75.44
0022098,283034-000000-021110,53.66
0022107,283034-000000-031140,53.66
0022108,283034-000000-031150,95.52
0022109,283034-000000-031160,64.48
0022110,283034-000000-031170,66.45
0022111,283034-000000-031180,66.45
0022112,283034-000000-031210,66.45
0022114,283034-000000-031250,66.45
0022121,283034-000000-033310,53.66
0022124,283034-000000-042060,53.66
0022133,283034-957000-006170,56.25
0022136,283034-957000-012040,78.24
0022138,283034-957000-017050,41.38
0022222,283126-000000-031060,46.11
0022231,283127-000000-014250,55.37
0022243,283127-000000-032370,36.66
0022245,283127-000000-032400,37.25
0022271,283128-963800-006080,205.54
0022283,283128-965100-002012,94.93
0022287,283129-000000-012220,54.34
0022307,283129-966600-000462,74.83
0022337,283130-000000-043400,52.81
0022356,283130-000000-044160,54.44
0022400,283133-977800-008060,115.27
0022409,283133-978310-007019,87.74
0022418,283204-000000-033110,487.81
0022441,283205-000000-013070,36.57
0022458,283205-000000-044400,76.98
0022460,283205-000000-044430,77.88
0022484,283206-000000-022190,66.02
0022485,283206-000000-023040,42.99
0022488,283206-000000-044110,80.97
0022494,283206-984800-000220,85.21
0022538,283207-000000-011090,71.82
0022552,283207-000000-033210,202.87
0022584,283208-000000-034110,52.72
0022585,283208-000000-034130,86.26
0022586,283208-000000-034160,65.78
0022587,283208-000000-034170,58.76
0022665,283230-000000-022050,207.75
0022681,283232-000000-013100,128.05
0022724,292912-989100-002060,66.25
0022725,292912-989100-002070,77.02
0022728,292912-989500-001270,66.25
0022753,292921-990500-007071,186.97
0022810,292931-000000-022130,38.1
0022812,292931-000000-024080,38.1
0022979,293016-992665-000355,42.55
0022980,293016-992665-000356,40.27
0022981,293016-992665-000357,41.13
0023014,293021-992867-000080,44.6
0023015,293021-992867-000090,44.6
0023016,293021-992867-000100,44.6
0023017,293021-992867-000140,44.6
0023018,293021-992867-000150,44.6
0023019,293021-992867-000160,44.6
0023020,293021-992867-000170,44.6
0023021,293021-992867-000190,44.6
0023022,293021-992867-000200,44.6
0023023,293021-992867-000210,44.6
0023024,293021-992867-000220,44.6
0023025,293021-992867-000240,44.6
0023026,293021-992867-000270,44.6
0023583,293124-993285-000010,129.87
0023599,293124-993285-001010,110.49
0023607,293124-993285-001310,110.49
0023887,293130-993326-001712,37.16
